id,popularity,revenue,genre
290637,1.036825,0,Horror
244458,1.02762,0,Horror
308504,1.021441,3643591,Action
314405,1.008474,0,Romance
282984,1.007054,27391084,Mystery
157843,0.973316,0,Drama
275601,0.956096,41325328,Comedy
290762,0.953647,0,Comedy
251516,0.953046,0,Action
304372,0.950793,60273173,Drama
324807,0.938432,1936524,Crime
252512,0.93762,7587485,Drama
257091,0.927339,106511453,Comedy
228968,0.91704,0,Drama
347969,0.913085,0,Comedy
237756,0.90686,0,Comedy
293646,0.906036,24902723,History
245168,0.898296,16002420,Drama
311291,0.894477,0,Drama
301351,0.880938,11122090,Drama
248574,0.880268,6075,Adventure
225728,0.874641,13192457,History
326425,0.872149,16775,Action
342474,0.861179,0,Comedy
277217,0.848748,0,Music
207936,0.843174,0,Music
250734,0.842202,30229977,Romance
249688,0.836941,3002884,Drama
268238,0.832487,85978266,Drama
256962,0.829111,6420319,Comedy
322456,0.821443,0,Action
302528,0.820691,1986615,Drama
222936,0.814206,26250020,Adventure
316002,0.813893,0,Romance
365806,0.810667,0,Action
10317,0.795762,7002261,Drama
334538,0.792471,0,Drama
306947,0.787969,231737,Thriller
328901,0.781809,0,Drama
382517,0.773909,0,Animation
310133,0.77107,134552,Thriller
237584,0.768138,0,Thriller
288036,0.758133,3214116,Comedy
354110,0.747541,0,Western
331781,0.738404,8413144,Documentary
253161,0.7299,0,Drama
312831,0.719407,0,Fantasy
316322,0.714131,0,Family
301846,0.707355,0,Horror
306745,0.706023,573335,Romance
332340,0.70137,0,Romance
292431,0.699932,695269,Drama
300693,0.69957,2541554,Drama
333381,0.696184,0,Thriller
256924,0.690479,10835752,Comedy
253414,0.689579,3020664,Comedy
254172,0.689571,0,Drama
320588,0.673792,14444999,Comedy
157544,0.669351,1784763,Thriller
283235,0.661471,1411927,Drama
243938,0.661163,12314651,Comedy
86835,0.654335,0,Romance
254905,0.654046,143101,Drama
309242,0.649628,0,Drama
332502,0.644786,0,Mystery
286192,0.640151,0,Animation
284674,0.638557,0,Thriller
360055,0.633608,0,Action
352179,0.629561,0,Drama
246127,0.607124,8034,Drama
338676,0.606113,0,Drama
330982,0.604928,0,Mystery
232572,0.602165,35991087,Drama
112454,0.599751,0,Horror
243940,0.599655,64110728,Thriller
321528,0.589472,0,Action
317744,0.586735,0,Thriller
300792,0.584363,0,Adventure
239573,0.577814,14431253,Comedy
167810,0.570744,45431,Fantasy
319075,0.569443,0,Music
316042,0.561032,0,War
334527,0.560744,0,Thriller
300153,0.560423,0,Drama
228203,0.553238,45710059,Drama
332704,0.548587,0,Horror
278236,0.547827,0,Drama
276839,0.546458,0,Drama
326215,0.542568,0,Animation
363689,0.5327,0,Thriller
318256,0.532239,0,Documentary
299245,0.532205,42664410,Horror
333344,0.52985,0,Drama
357096,0.527957,0,Horror
309299,0.526642,0,History
314385,0.524315,3334927,Drama
333596,0.52025,0,Drama
361042,0.516954,0,Horror
353686,0.515401,0,Thriller
318954,0.514735,1236094,Action
289191,0.513386,0,Drama
324333,0.50732,0,Crime
252164,0.504828,0,Drama
360784,0.502489,0,Thriller
336313,0.497265,157768,Fantasy
240483,0.486351,0,Adventure
321494,0.482422,0,Action
353595,0.47784,0,Action
360603,0.476341,0,TV Movie
264337,0.475473,0,Action
289716,0.474788,0,Drama
296065,0.474626,0,Horror
337029,0.473344,0,Horror
317952,0.471393,0,Drama
325358,0.471091,0,Comedy
272548,0.470991,0,Comedy
340275,0.470124,0,Music
309887,0.467556,0,Comedy
302429,0.465707,13603453,Music
253331,0.46209,21571189,Drama
293771,0.459597,0,Horror
323373,0.454151,0,Comedy
323027,0.452939,0,Action
297806,0.450872,1646788,Drama
253626,0.45016,316472,Action
354251,0.444265,0,Fantasy
329637,0.444193,0,Action
257444,0.443525,0,Thriller
355338,0.442835,0,Animation
271736,0.442427,3286448,Drama
309581,0.442067,0,Thriller
293970,0.441882,0,Horror
279690,0.441402,0,Thriller
364067,0.439598,0,Comedy
318922,0.438409,0,Thriller
335077,0.437088,0,Family
266639,0.435582,2333684,Drama
274504,0.433073,0,Thriller
244316,0.429892,0,Action
352208,0.427116,0,Documentary
283587,0.424813,90777,Drama
311539,0.423161,0,Horror
277713,0.42179,0,Drama
347945,0.429756,4505,Thriller
363483,0.417191,0,Family
344854,0.415041,0,Thriller
234212,0.414913,3387000,Thriller
354220,0.370258,0,Crime
283596,0.412877,0,Thriller
250225,0.412503,0,Drama
307479,0.409698,0,Thriller
339145,0.405095,0,Drama
323660,0.404511,0,Fantasy
308638,0.402236,771317,Drama
359983,0.250209,0,Family
300155,0.399947,228136,Thriller
328595,0.398982,0,Science Fiction
327528,0.396791,830129,Drama
329540,0.394466,0,Thriller
306964,0.393642,0,Horror
360387,0.393566,0,Adventure
362185,0.391326,0,Thriller
94365,0.386529,0,Horror
241855,0.383406,49970,Horror
322518,0.383183,0,Thriller
291272,0.382997,0,Horror
324963,0.71289,0,Animation
342927,0.378836,0,Science Fiction
361159,0.37668,0,Horror
365805,0.411416,0,Thriller
351964,0.374853,0,Comedy
362057,0.372889,0,Drama
137333,0.371145,0,Thriller
317198,0.370148,0,TV Movie
57876,0.369529,0,Horror
339533,0.369108,0,TV Movie
277546,0.36817,0,Drama
308457,0.367617,0,Science Fiction
306482,0.367434,0,Thriller
362105,0.36603,0,Comedy
245846,0.365901,17472,Drama
330112,0.329164,0,Drama
322766,0.359826,0,Crime
361931,0.357654,0,Documentary
318224,0.357614,0,Documentary
309503,0.357567,0,Thriller
348811,0.356519,0,War
310135,0.354624,0,Adventure
355111,0.350858,0,Animation
335866,0.350599,0,Drama
295592,0.348306,16661077,Animation
335970,0.347797,0,Comedy
366142,0.344994,0,Animation
310121,0.344549,7449681,Drama
361263,0.34253,0,Drama
324308,0.574031,494506,Documentary
326923,0.339297,0,Drama
356842,0.511431,0,Thriller
339530,0.336453,0,Science Fiction
331190,0.336107,2801508,Crime
301729,0.335941,0,Science Fiction
395883,0.333656,0,Action
356300,0.332921,0,Comedy
218784,0.330968,70958,Science Fiction
310137,0.330484,0,Thriller
342917,0.329776,0,Action
79698,0.329109,0,Action
337960,0.327373,0,Drama
296130,0.327066,0,Science Fiction
327418,0.32705,0,Action
246133,0.324666,0,Drama
328869,0.324515,0,Drama
308032,0.324,643557,Thriller
329829,0.390188,0,Drama
330544,0.322653,0,Drama
299551,0.32264,0,Horror
207270,0.30035,0,Thriller
307946,0.318459,0,Drama
356905,0.315196,0,Family
318279,0.314199,2334228,Adventure
345637,0.422901,0,Animation
284286,0.307395,3447633,Romance
340816,0.305916,0,Romance
206197,0.302474,0,Mystery
331446,0.301343,0,TV Movie
351901,0.300128,0,Action
357681,0.198522,0,Documentary
333657,0.299427,4444,Drama
336845,0.298861,0,Drama
343795,0.298751,4842699,Drama
294562,0.298628,0,Horror
306197,0.295946,0,Drama
297556,0.404363,0,Science Fiction
354743,0.26501,0,Romance
157422,0.292437,0,Horror
316885,0.291244,0,Drama
228973,0.290424,0,Drama
323967,0.289526,0,Drama
320048,0.288598,0,Drama
359305,0.309811,0,Drama
329004,0.286266,0,Drama
362180,0.28337,0,Horror
343284,0.283194,0,Comedy
243752,0.282237,0,Romance
291866,0.280878,0,Horror
330127,0.278583,0,History
323694,0.277844,0,Horror
334028,0.277613,0,Horror
354924,0.277035,0,Horror
368256,0.272995,0,Horror
324291,0.270842,0,Drama
347847,0.270786,0,Science Fiction
295490,0.171829,0,Drama
253406,0.264997,0,Music
291865,0.261932,0,Horror
334531,0.261717,0,Drama
324803,0.260045,0,Thriller
339355,0.202673,0,Comedy
309304,0.259794,7087452,Drama
339342,0.097514,0,Horror
306966,0.256542,0,Horror
226458,0.256286,0,Thriller
339148,0.255458,0,Romance
340684,0.250866,0,Romance
340968,0.249595,0,History
347754,0.248964,0,Horror
326284,0.24828,0,Action
317144,0.247595,0,Drama
277558,0.247589,0,Action
338928,0.247426,2642899,Documentary
291189,0.246609,0,Romance
309425,0.245948,0,Fantasy
287689,0.24495,0,TV Movie
325189,0.243691,0,Comedy
298582,0.243321,0,History
301228,0.242078,0,Thriller
343934,0.242,0,Comedy
296025,0.241284,0,Drama
371442,0.239558,0,Comedy
325173,0.239496,0,Crime
282313,0.154846,0,Science Fiction
300542,0.236709,0,Drama
309924,0.232354,161820,Comedy
348634,0.231337,0,Comedy
318044,0.22758,0,Documentary
259958,0.22537,0,Drama
316715,0.224797,0,Drama
308027,0.222636,0,Comedy
279144,0.221502,0,Documentary
355020,0.220751,0,Documentary
323665,0.133809,0,Mystery
358895,0.219603,30400,Drama
347548,0.218787,0,Thriller
353345,0.218528,0,Horror
323370,0.21789,0,Horror
337958,0.355707,0,Comedy
333674,0.217288,0,Drama
301728,0.215864,0,Horror
366018,0.215386,0,Romance
256030,0.214563,0,Horror
356149,0.212872,0,Horror
300666,0.21254,0,Drama
347642,0.211768,0,Horror
373558,0.209036,0,Documentary
367326,0.208491,0,Science Fiction
329205,0.230913,0,Thriller
386501,0.207366,0,Drama
321769,0.207133,0,Documentary
251471,0.206155,0,Documentary
174340,0.205318,0,Documentary
309298,0.204356,0,Comedy
285840,0.203224,0,Mystery
308077,0.299226,0,Drama
321109,0.201696,0,Documentary
341886,0.260306,0,Science Fiction
308024,0.335255,1100000,Mystery
356216,0.19957,0,Crime
311615,0.198261,0,Comedy
333873,0.197788,0,Documentary
362154,0.197239,0,Thriller
293941,0.195324,0,Drama
360203,0.253157,0,Action
294132,0.193323,104507,Comedy
301629,0.193063,0,Comedy
331592,0.19254,0,Drama
342464,0.191534,0,Drama
332976,0.189135,0,Thriller
367551,0.28365,0,Action
353610,0.270408,0,Action
316410,0.334085,0,Thriller
106845,0.13631,0,Horror
339362,0.181987,0,Action
323966,0.179636,0,Crime
354857,0.087904,0,Comedy
333653,0.176744,0,TV Movie
323366,0.176463,0,Thriller
75861,0.253949,0,Drama
283698,0.172245,6921,Drama
363889,0.170743,0,Comedy
329020,0.170566,0,Horror
323272,0.731022,67790117,Drama
343921,0.168354,0,Drama
361671,0.129455,0,Drama
346494,0.16414,0,Comedy
321974,0.162526,0,Documentary
363757,0.162465,0,Romance
328820,0.158311,0,Thriller
359255,0.158021,0,Thriller
355178,0.157172,0,Comedy
310491,0.156851,0,Drama
319096,0.154161,0,Romance
285024,0.153023,0,Drama
360341,0.150713,0,Music
329556,0.14964,0,Action
241927,0.14811,0,Horror
347751,0.147319,0,Drama
287692,0.146266,0,Horror
321668,0.145945,0,Science Fiction
315024,0.145489,0,Action
323674,0.270378,0,Romance
345944,0.144639,0,Documentary
300686,0.143703,0,Drama
324253,0.143042,0,Documentary
395560,0.142759,0,Drama
312827,0.121594,28281,Horror
308084,0.266117,0,Comedy
268725,0.139527,0,Thriller
308361,0.139356,0,Drama
327029,0.138353,0,Action
249916,0.138068,0,Romance
331161,0.236145,0,Drama
339065,0.137772,0,Documentary
244563,0.137133,0,Drama
360605,0.136098,0,Fantasy
315855,0.135554,0,Romance
319152,0.135074,0,Documentary
369058,0.133921,0,Romance
347762,0.131739,0,Horror
325113,0.129104,0,Drama
336167,0.127432,0,Mystery
320996,0.126594,0,Comedy
312797,0.126187,0,Thriller
312804,0.124784,0,Drama
339751,0.124481,0,Documentary
333350,0.122543,0,Documentary
351043,0.137954,0,Thriller
224972,0.114264,0,Documentary
295595,0.11303,0,Music
371758,0.112284,0,Mystery
317981,0.11096,0,Comedy
309889,0.110431,0,Horror
333103,0.110136,0,Comedy
263105,0.11004,0,Drama
319076,0.109689,0,Documentary
309063,0.138559,0,Horror
278247,0.10808,0,Drama
355131,0.108072,0,Documentary
332839,0.106757,0,Thriller
367215,0.106091,0,Thriller
261860,0.213957,0,Documentary
362434,0.101543,0,Horror
371759,0.068741,0,Drama
316761,0.101426,0,Documentary
341077,0.101155,0,Thriller
321160,0.10091,0,Comedy
330037,0.099678,0,Family
347944,0.09779,0,Horror
373977,0.031635,0,Thriller
279972,0.097214,0,Thriller
306952,0.096624,0,Comedy
339060,0.096299,0,Mystery
362439,0.093462,0,Horror
355600,0.093212,0,Music
346170,0.100069,0,Horror
308447,0.090238,0,Animation
348035,0.090045,0,Comedy
298032,0.088912,0,Crime
371833,0.088764,0,Drama
295886,0.083912,0,Drama
300654,0.283128,0,Thriller
365717,0.082569,0,Comedy
321594,0.082444,0,Comedy
307931,0.081956,1301696,Documentary
340247,0.156386,0,Action
326665,0.08182,0,Comedy
332706,0.080974,0,Drama
333377,0.080754,44695,Documentary
275696,0.079491,0,Drama
326247,0.078363,0,Drama
333287,0.077836,0,Romance
318973,0.077252,0,Thriller
273899,0.076109,187674,Drama
321039,0.190385,0,Horror
345468,0.073883,0,Drama
269033,0.070776,0,Comedy
319091,0.062536,0,Documentary
323435,0.061776,0,Thriller
318225,0.0608,0,Documentary
363480,0.059943,0,Drama
291290,0.055242,0,Thriller
352552,0.054828,0,Documentary
343981,0.052542,0,Documentary
366929,0.052217,0,Romance
341051,0.028725,0,Horror
319067,0.051262,0,Documentary
332177,0.051107,0,Action
254800,0.049351,0,Music
291151,0.048863,0,Drama
332479,0.047256,0,Science Fiction
299780,0.046453,0,Drama
348296,0.03884,0,Comedy
357974,0.038804,0,Comedy
347258,0.037487,0,Thriller
312793,0.037147,0,Science Fiction
340361,0.036987,0,Comedy
306943,0.079539,0,Comedy
324325,0.034534,0,Family
321640,0.033378,0,Documentary
309919,0.056244,0,Thriller
303867,0.032678,0,Animation
325365,0.030819,0,Documentary
330916,0.030113,0,Drama
273599,0.030005,0,Drama
333620,0.028082,0,Thriller
325843,0.026797,0,Drama
253303,0.025288,13684,Horror
356846,0.025252,0,Drama
331501,0.023026,0,Science Fiction
329289,0.019804,0,Horror
334682,0.019133,0,Documentary
356335,0.018224,0,Documentary
339928,0.017625,732655,Comedy
367735,0.01705,0,Comedy
266764,0.014647,0,Documentary
328346,0.030371,0,Documentary
333346,0.00392,0,Documentary
157336,24.949134,621752480,Adventure
118340,14.311205,773312399,Action
100402,12.971027,714766572,Action
245891,11.422751,78739897,Action
131631,10.739009,752100229,Science Fiction
122917,10.174599,955119788,Adventure
177572,8.691294,652105443,Adventure
205596,8.110711,233555708,History
198663,7.137273,348319861,Action
194662,6.907148,103215094,Drama
210577,6.438727,369330363,Mystery
228150,6.415818,211817906,War
181533,6.286692,349424282,Adventure
157350,6.14502,288747895,Action
127585,6.052479,746000000,Action
240832,5.947136,463360063,Action
98566,5.787396,477200000,Science Fiction
225886,5.701683,126069509,Comedy
242582,5.522641,38697217,Crime
91314,4.983782,245500000,Science Fiction
120467,4.93082,174600318,Comedy
244786,4.780419,13993093,Drama
119450,4.452507,708200000,Science Fiction
156022,4.145209,192330738,Thriller
227159,4.105685,106645357,Comedy
102382,4.101979,705717432,Action
137113,3.990452,370541256,Action
228967,3.989231,11305175,Action
190859,3.863074,542307423,War
147441,3.81374,268031828,Adventure
124905,3.689601,529076069,Action
102651,3.582315,758410378,Fantasy
254904,3.573028,32556119,Crime
242512,3.489314,102529779,Horror
82702,3.489106,609123048,Fantasy
270303,3.393741,13500000,Thriller
138103,3.34625,206172544,Action
137106,3.327799,469160692,Adventure
72784,3.280948,0,Thriller
68737,3.260581,114178613,Adventure
266856,3.170271,121201940,Drama
193893,3.14993,136621271,Comedy
49017,3.028769,215529201,Horror
270946,3.007018,373552094,Family
224141,2.996038,212902372,Fantasy
53182,2.979181,337580051,Action
227156,2.881991,66980456,Drama
187017,2.805019,188441614,Crime
169917,2.777996,53181600,Crime
116149,2.721864,259207227,Comedy
284276,2.692691,2360281,Drama
212778,2.67235,45967935,Comedy
238636,2.611251,108782847,Horror
218043,2.601775,19682924,Thriller
85350,2.595951,44349000,Drama
241239,2.576396,12007070,Action
184315,2.549403,243400000,Action
86834,2.526779,362637473,Drama
205587,2.523101,83719388,Drama
256092,2.493306,0,Action
232672,2.445165,123494610,Comedy
195589,2.376309,268157400,Comedy
249164,2.361267,78874843,Drama
243683,2.303556,86165646,Romance
200727,2.295091,4439431,Comedy
222935,2.293859,305151265,Romance
244267,2.260131,336472,Science Fiction
168530,2.165462,153997819,Action
244761,2.161064,1075178,Thriller
171274,2.160156,11110975,Comedy
137094,2.141491,50549107,Action
225574,2.136758,222809600,Action
206487,2.116264,3000000,Science Fiction
262543,2.103532,0,Thriller
321068,2.078514,0,Action
154400,1.957672,18658381,Drama
97020,1.940735,239379423,Science Fiction
157353,1.904422,103039258,Thriller
193610,1.900038,196781193,Comedy
82703,1.894706,272912430,Animation
286532,1.875208,0,Comedy
189,1.840817,39407616,Crime
297270,1.827148,0,Adventure
172385,1.811692,500188435,Animation
100042,1.805954,169837010,Comedy
204922,1.7894,15060457,Mystery
152760,1.779861,154984035,War
227306,1.769987,163442937,Drama
273895,1.754707,66787908,History
265177,1.737699,3494070,Drama
255343,1.655717,0,Thriller
175112,1.649733,20300000,Animation
228970,1.649321,52501541,Drama
76649,1.638781,117831631,Action
239571,1.63015,35926213,Drama
196867,1.58801,133821816,Music
207933,1.570083,0,Horror
228326,1.545055,97437106,Romance
239563,1.542392,54837234,Comedy
136797,1.541069,203277636,Action
286554,1.53689,18612,Romance
262338,1.466453,0,Thriller
228194,1.449046,88880821,Drama
170687,1.440084,108255770,Animation
87093,1.398713,28883511,Drama
241254,1.394382,266586800,Thriller
246080,1.384508,1171559,Adventure
110416,1.37667,857522,Family
253980,1.375493,0,Comedy
242095,1.319416,600896,Thriller
157825,1.315737,0,Thriller
216282,1.3155,160602194,Action
289720,1.312103,0,Action
192102,1.304588,0,Action
218836,1.240895,151165787,Animation
252178,1.220073,1625847,Thriller
144336,1.214094,17508518,Action
188161,1.211609,0,Comedy
255157,1.197444,0,Thriller
171372,1.196549,645186,Comedy
244506,1.191423,0,Drama
136835,1.146492,53830415,Thriller
284293,1.142614,41797583,Drama
256274,1.140302,40100000,Horror
87492,1.136851,12096300,Drama
277547,1.111485,0,Comedy
226857,1.077877,34077920,Drama
157845,1.052381,2295423,Crime
184098,1.041267,70181428,Comedy
271674,1.039133,9104716,Drama
192149,1.038367,4507463,Thriller
187596,1.027357,59209,Comedy
181886,1.026924,3396726,Thriller
250546,1.018115,255273813,Horror
328763,1.014673,0,Drama
261103,0.999341,0,Family
100241,0.989916,71154592,Horror
225565,0.988081,26049082,Comedy
192132,0.984445,0,Drama
200505,0.98174,28831145,Drama
254473,0.979655,68896829,Action
242224,0.967846,6676471,Drama
226486,0.966048,100525432,Comedy
286519,0.965197,0,Drama
164251,0.965064,176391,Drama
284689,0.956582,1822250,History
250066,0.954807,0,Action
169298,0.944954,0,Action
244772,0.929125,5284309,Drama
260339,0.928771,0,Mystery
283384,0.926802,0,Thriller
137321,0.92537,30800231,Drama
234200,0.920514,7523634,Drama
244264,0.916578,0,Romance
241848,0.916435,2367161,Mystery
259611,0.900955,0,Western
238215,0.897075,0,Fantasy
188166,0.896627,258384,Crime
253344,0.894732,0,Comedy
256917,0.893121,15520023,War
171424,0.890965,6833445,Horror
229297,0.889247,32339326,Comedy
192712,0.887576,0,Drama
218778,0.876514,100654149,Family
239678,0.876066,41296320,Drama
264656,0.870104,2429989,Western
294652,0.86636,0,Action
244509,0.863235,427418,Drama
146015,0.861117,200406,Thriller
227783,0.833734,0,Animation
327833,0.829686,0,Thriller
151368,0.81219,0,Thriller
230179,0.805839,7500000,Action
242076,0.800344,56574,Crime
209451,0.797723,67347013,Music
222899,0.796721,49002684,Comedy
198185,0.786398,38307627,Drama
231576,0.778247,5483299,Drama
244539,0.777096,1430655,Comedy
240745,0.774259,0,Drama
287587,0.766932,108808,Drama
285135,0.763771,0,Science Fiction
283350,0.760779,37151,Drama
97370,0.757089,5380251,Thriller
177494,0.751773,3485127,Comedy
254375,0.747577,1124445,Adventure
235260,0.740796,67800064,Drama
250657,0.73558,0,Documentary
242643,0.72975,4571025,Thriller
242042,0.728025,15071,Comedy
217993,0.72546,5155325,Animation
157834,0.722877,770706,Drama
253306,0.722465,0,Horror
288281,0.716104,0,Thriller
232679,0.714661,30127963,Drama
260202,0.708006,0,Thriller
256835,0.707208,0,Animation
293299,0.7057,0,Romance
289891,0.704138,0,Drama
270302,0.699699,2146041,Drama
251852,0.691851,0,Thriller
215211,0.688635,0,Romance
177047,0.688179,48390,Drama
276844,0.684152,0,Drama
226448,0.680611,0,Drama
255268,0.678616,0,Action
201086,0.676471,0,Comedy
297596,0.671825,0,Thriller
193612,0.667732,17834867,Horror
242310,0.662295,0,Action
157849,0.660405,31554855,Thriller
284296,0.649574,25434291,Drama
239566,0.648465,31911598,Drama
282813,0.646337,13865435,Horror
184346,0.641676,0,Thriller
246860,0.635214,1554000,Drama
245916,0.632048,2450846,Thriller
157832,0.631167,13287735,Drama
273271,0.628637,0,Thriller
245906,0.623706,111996,Comedy
246741,0.622166,0,Comedy
276902,0.621645,0,Thriller
254191,0.615729,9318,Horror
209276,0.609613,54915,Drama
253312,0.609054,0,Drama
210479,0.602735,4635300,Drama
246400,0.600919,0,Music
227735,0.599079,52424533,Family
206821,0.593558,0,Comedy
252830,0.593438,0,Action
152790,0.59318,0,Drama
244536,0.593065,0,Thriller
288158,0.590257,26501323,Thriller
244517,0.5847,169976,Drama
203834,0.582629,0,Thriller
145220,0.574398,80383113,Comedy
290542,0.571844,11486,Drama
263986,0.571571,0,Horror
239568,0.561727,0,Comedy
258750,0.560295,0,Thriller
297608,0.56021,0,Horror
246403,0.559472,1826705,Comedy
243684,0.557453,461162,Drama
287426,0.552627,0,Drama
303623,0.550723,0,Comedy
228496,0.550625,0,Horror
276843,0.55046,0,Comedy
269173,0.550453,0,Thriller
227300,0.550197,0,Action
286521,0.548656,1020921,Drama
184345,0.548529,0,Comedy
271714,0.5415,28641776,Drama
236751,0.540852,101332962,Drama
251994,0.539017,0,Drama
256474,0.536511,0,Action
243568,0.535291,0,Drama
145221,0.533347,0,Thriller
157823,0.5252,0,Thriller
286875,0.524765,0,Family
242022,0.519107,0,Comedy
285733,0.518405,0,Adventure
284294,0.514113,0,Drama
293310,0.512588,0,Documentary
283227,0.506605,0,Drama
214314,0.502296,0,Documentary
272692,0.501533,0,Horror
287084,0.498787,0,Thriller
188207,0.49584,61279452,Action
157851,0.495519,1338365,Drama
254474,0.494022,14947,Horror
155084,0.491273,0,Horror
280000,0.487316,0,Thriller
253235,0.485296,25312387,Comedy
245700,0.484272,5405500,History
258805,0.481391,0,Fantasy
286873,0.480362,0,Adventure
290555,0.480194,0,Horror
313867,0.476645,0,Comedy
255798,0.472728,0,Comedy
203739,0.472703,0,Action
157829,0.472242,985007,Drama
244566,0.470651,88273,Romance
283686,0.466921,0,Thriller
280690,0.466373,0,Romance
245473,0.466284,0,Action
253310,0.465438,0,Comedy
250538,0.461037,0,Drama
256731,0.46087,0,Drama
312791,0.460188,0,Horror
253272,0.457089,0,Crime
193726,0.453382,7171,Horror
248504,0.452644,0,Thriller
244268,0.451125,2262223,Drama
267863,0.449196,0,Comedy
52653,0.447229,149337,Thriller
