id,release_year,revenue,genre
124905,2014,529076069,Action
102651,2014,758410378,Fantasy
254904,2014,32556119,Crime
242512,2014,102529779,Horror
82702,2014,609123048,Fantasy
270303,2014,13500000,Thriller
138103,2014,206172544,Action
137106,2014,469160692,Adventure
72784,2014,0,Thriller
68737,2014,114178613,Adventure
266856,2014,121201940,Drama
193893,2014,136621271,Comedy
49017,2014,215529201,Horror
270946,2014,373552094,Family
224141,2014,212902372,Fantasy
53182,2014,337580051,Action
227156,2014,66980456,Drama
187017,2014,188441614,Crime
169917,2014,53181600,Crime
116149,2014,259207227,Comedy
284276,2014,2360281,Drama
212778,2014,45967935,Comedy
238636,2014,108782847,Horror
218043,2014,19682924,Thriller
85350,2014,44349000,Drama
241239,2014,12007070,Action
184315,2014,243400000,Action
86834,2014,362637473,Drama
205587,2014,83719388,Drama
256092,2014,0,Action
232672,2014,123494610,Comedy
195589,2014,268157400,Comedy
249164,2014,78874843,Drama
243683,2014,86165646,Romance
200727,2014,4439431,Comedy
222935,2014,305151265,Romance
244267,2014,336472,Science Fiction
168530,2014,153997819,Action
244761,2014,1075178,Thriller
171274,2014,11110975,Comedy
137094,2014,50549107,Action
225574,2014,222809600,Action
206487,2014,3000000,Science Fiction
262543,2014,0,Thriller
321068,2014,0,Action
154400,2014,18658381,Drama
97020,2014,239379423,Science Fiction
157353,2014,103039258,Thriller
193610,2014,196781193,Comedy
82703,2014,272912430,Animation
286532,2014,0,Comedy
189,2014,39407616,Crime
297270,2014,0,Adventure
172385,2014,500188435,Animation
100042,2014,169837010,Comedy
204922,2014,15060457,Mystery
152760,2014,154984035,War
227306,2014,163442937,Drama
273895,2014,66787908,History
265177,2014,3494070,Drama
255343,2014,0,Thriller
175112,2014,20300000,Animation
228970,2014,52501541,Drama
76649,2014,117831631,Action
239571,2014,35926213,Drama
196867,2014,133821816,Music
207933,2014,0,Horror
228326,2014,97437106,Romance
239563,2014,54837234,Comedy
136797,2014,203277636,Action
286554,2014,18612,Romance
262338,2014,0,Thriller
228194,2014,88880821,Drama
170687,2014,108255770,Animation
87093,2014,28883511,Drama
241254,2014,266586800,Thriller
246080,2014,1171559,Adventure
110416,2014,857522,Family
253980,2014,0,Comedy
242095,2014,600896,Thriller
157825,2014,0,Thriller
216282,2014,160602194,Action
289720,2014,0,Action
192102,2014,0,Action
218836,2014,151165787,Animation
252178,2014,1625847,Thriller
144336,2014,17508518,Action
188161,2014,0,Comedy
255157,2014,0,Thriller
171372,2014,645186,Comedy
244506,2014,0,Drama
136835,2014,53830415,Thriller
284293,2014,41797583,Drama
256274,2014,40100000,Horror
87492,2014,12096300,Drama
277547,2014,0,Comedy
226857,2014,34077920,Drama
157845,2014,2295423,Crime
184098,2014,70181428,Comedy
271674,2014,9104716,Drama
192149,2014,4507463,Thriller
187596,2014,59209,Comedy
181886,2014,3396726,Thriller
250546,2014,255273813,Horror
328763,2014,0,Drama
261103,2014,0,Family
100241,2014,71154592,Horror
225565,2014,26049082,Comedy
192132,2014,0,Drama
200505,2014,28831145,Drama
254473,2014,68896829,Action
242224,2014,6676471,Drama
226486,2014,100525432,Comedy
286519,2014,0,Drama
164251,2014,176391,Drama
284689,2014,1822250,History
250066,2014,0,Action
169298,2014,0,Action
244772,2014,5284309,Drama
260339,2014,0,Mystery
283384,2014,0,Thriller
137321,2014,30800231,Drama
234200,2014,7523634,Drama
244264,2014,0,Romance
241848,2014,2367161,Mystery
259611,2014,0,Western
238215,2014,0,Fantasy
188166,2014,258384,Crime
253344,2014,0,Comedy
256917,2014,15520023,War
171424,2014,6833445,Horror
229297,2014,32339326,Comedy
192712,2014,0,Drama
218778,2014,100654149,Family
239678,2014,41296320,Drama
264656,2014,2429989,Western
294652,2014,0,Action
244509,2014,427418,Drama
146015,2014,200406,Thriller
227783,2014,0,Animation
327833,2014,0,Thriller
151368,2014,0,Thriller
230179,2014,7500000,Action
242076,2014,56574,Crime
209451,2014,67347013,Music
222899,2014,49002684,Comedy
198185,2014,38307627,Drama
231576,2014,5483299,Drama
244539,2014,1430655,Comedy
240745,2014,0,Drama
287587,2014,108808,Drama
285135,2014,0,Science Fiction
283350,2014,37151,Drama
97370,2014,5380251,Thriller
177494,2014,3485127,Comedy
254375,2014,1124445,Adventure
235260,2014,67800064,Drama
250657,2014,0,Documentary
242643,2014,4571025,Thriller
242042,2014,15071,Comedy
217993,2014,5155325,Animation
157834,2014,770706,Drama
253306,2014,0,Horror
288281,2014,0,Thriller
232679,2014,30127963,Drama
260202,2014,0,Thriller
256835,2014,0,Animation
293299,2014,0,Romance
289891,2014,0,Drama
270302,2014,2146041,Drama
251852,2014,0,Thriller
215211,2014,0,Romance
177047,2014,48390,Drama
276844,2014,0,Drama
226448,2014,0,Drama
255268,2014,0,Action
201086,2014,0,Comedy
297596,2014,0,Thriller
193612,2014,17834867,Horror
242310,2014,0,Action
157849,2014,31554855,Thriller
284296,2014,25434291,Drama
239566,2014,31911598,Drama
282813,2014,13865435,Horror
184346,2014,0,Thriller
246860,2014,1554000,Drama
245916,2014,2450846,Thriller
157832,2014,13287735,Drama
273271,2014,0,Thriller
245906,2014,111996,Comedy
246741,2014,0,Comedy
276902,2014,0,Thriller
254191,2014,9318,Horror
209276,2014,54915,Drama
253312,2014,0,Drama
210479,2014,4635300,Drama
246400,2014,0,Music
227735,2014,52424533,Family
206821,2014,0,Comedy
252830,2014,0,Action
152790,2014,0,Drama
244536,2014,0,Thriller
288158,2014,26501323,Thriller
244517,2014,169976,Drama
203834,2014,0,Thriller
145220,2014,80383113,Comedy
290542,2014,11486,Drama
263986,2014,0,Horror
239568,2014,0,Comedy
258750,2014,0,Thriller
297608,2014,0,Horror
246403,2014,1826705,Comedy
243684,2014,461162,Drama
287426,2014,0,Drama
303623,2014,0,Comedy
228496,2014,0,Horror
276843,2014,0,Comedy
269173,2014,0,Thriller
227300,2014,0,Action
286521,2014,1020921,Drama
184345,2014,0,Comedy
271714,2014,28641776,Drama
236751,2014,101332962,Drama
251994,2014,0,Drama
256474,2014,0,Action
243568,2014,0,Drama
145221,2014,0,Thriller
157823,2014,0,Thriller
286875,2014,0,Family
242022,2014,0,Comedy
285733,2014,0,Adventure
284294,2014,0,Drama
293310,2014,0,Documentary
283227,2014,0,Drama
214314,2014,0,Documentary
272692,2014,0,Horror
287084,2014,0,Thriller
188207,2014,61279452,Action
157851,2014,1338365,Drama
254474,2014,14947,Horror
155084,2014,0,Horror
280000,2014,0,Thriller
253235,2014,25312387,Comedy
245700,2014,5405500,History
258805,2014,0,Fantasy
286873,2014,0,Adventure
290555,2014,0,Horror
313867,2014,0,Comedy
255798,2014,0,Comedy
203739,2014,0,Action
157829,2014,985007,Drama
244566,2014,88273,Romance
283686,2014,0,Thriller
280690,2014,0,Romance
245473,2014,0,Action
253310,2014,0,Comedy
250538,2014,0,Drama
256731,2014,0,Drama
312791,2014,0,Horror
253272,2014,0,Crime
193726,2014,7171,Horror
248504,2014,0,Thriller
244268,2014,2262223,Drama
267863,2014,0,Comedy
52653,2014,149337,Thriller
230266,2014,5000000,Drama
261375,2014,0,Romance
190469,2014,0,Action
259018,2014,0,Comedy
259072,2014,0,Horror
284537,2014,0,Drama
312526,2014,0,Thriller
258099,2014,0,Comedy
275060,2014,0,Drama
285843,2014,0,Thriller
250535,2014,0,Family
243531,2014,0,Action
277597,2014,0,Action
240916,2014,0,Crime
254024,2014,0,Thriller
239562,2014,16337881,Drama
244783,2014,32251,Drama
250388,2014,0,Action
252171,2014,395000,Horror
253254,2014,8251,Drama
210947,2014,121179,Horror
254263,2014,0,Animation
235271,2014,0,Drama
241771,2014,14618727,Drama
259956,2014,0,Drama
299582,2014,0,TV Movie
141043,2014,7176347,Comedy
298865,2014,0,Horror
266537,2014,0,Comedy
228358,2014,0,Mystery
252680,2014,10429707,Comedy
251519,2014,0,Animation
238603,2014,45300000,Family
259963,2014,126150,Drama
270938,2014,0,Adventure
258086,2014,0,Thriller
275318,2014,0,Fantasy
245859,2014,0,Comedy
256740,2014,0,Action
249260,2014,0,Action
215379,2014,0,Western
293633,2014,0,Thriller
297961,2014,0,TV Movie
233470,2014,0,Crime
248774,2014,3123963,Comedy
292177,2014,0,Family
242166,2014,0,Action
156597,2014,0,Horror
313074,2014,0,Drama
275985,2014,0,Comedy
286654,2014,0,Thriller
238475,2014,0,Comedy
284536,2014,39171130,Thriller
257447,2014,0,Action
283691,2014,0,Adventure
270005,2014,0,Crime
254023,2014,0,Drama
208869,2014,0,Drama
268060,2014,0,Thriller
209185,2014,3430018,Comedy
282041,2014,0,Documentary
157847,2014,2365467,Drama
300706,2014,0,Comedy
265016,2014,0,Horror
146243,2014,0,Horror
289314,2014,0,Drama
254194,2014,0,Horror
261101,2014,0,Drama
253295,2014,0,Documentary
82657,2014,0,Thriller
287415,2014,0,Drama
259954,2014,0,Comedy
94590,2014,0,Science Fiction
199575,2014,0,Science Fiction
174337,2014,13769,Comedy
299939,2014,0,Horror
236399,2014,0,Drama
279171,2014,0,Drama
271164,2014,1009620,Music
270654,2014,15000000,Science Fiction
206296,2014,0,Comedy
157099,2014,75143,Drama
157424,2014,0,Horror
211076,2014,0,Thriller
276401,2014,0,Romance
241843,2014,0,Action
297680,2014,0,Thriller
126172,2014,0,Horror
249923,2014,0,Comedy
293894,2014,0,Thriller
212231,2014,0,Drama
256687,2014,0,Action
268171,2014,0,Comedy
289727,2014,4453524,Romance
253849,2014,0,Thriller
330115,2014,0,Comedy
276496,2014,0,Drama
290999,2014,0,Horror
249660,2014,29789000,Drama
302828,2014,0,War
305091,2014,0,Documentary
99367,2014,0,Comedy
294308,2014,0,Horror
281418,2014,0,Thriller
299969,2014,0,Documentary
290729,2014,0,Thriller
285549,2014,0,Fantasy
259910,2014,0,TV Movie
267806,2014,2756,Horror
276908,2014,0,Science Fiction
242090,2014,0,Romance
289416,2014,0,Thriller
265010,2014,0,Horror
276901,2014,0,Drama
257117,2014,0,Horror
113833,2014,0,Drama
243526,2014,0,Thriller
79316,2014,36433975,Horror
285387,2014,0,Drama
258284,2014,0,Thriller
284284,2014,0,Drama
294093,2014,0,Adventure
304336,2014,0,Drama
276488,2014,0,Horror
319389,2014,0,Romance
278774,2014,0,Family
286709,2014,0,Drama
282672,2014,0,Romance
306650,2014,0,Thriller
253675,2014,0,TV Movie
305932,2014,0,Comedy
255491,2014,0,Comedy
114750,2014,0,Drama
252102,2014,0,Comedy
209269,2014,0,Mystery
269650,2014,0,Animation
216580,2014,0,Action
114155,2014,0,Drama
259074,2014,0,Thriller
249021,2014,0,Action
258893,2014,0,Animation
304613,2014,0,Horror
269100,2014,0,History
124470,2014,0,Horror
282296,2014,4013786,Romance
293262,2014,7205,Documentary
