id,popularity,revenue,cast
366929,0.052217,0,Sienna Miller
341051,0.028725,0,Denise Poirier
319067,0.051262,0,William F. Buckley
332177,0.051107,0,Kyra Zagorsky
254800,0.049351,0,Jordan Rodrigues
291151,0.048863,0,Ariel Levy
299780,0.046453,0,Philip Davis
348296,0.03884,0,Mathew Horne
357974,0.038804,0,Tom Arnold
347258,0.037487,0,Charlotte Nicdao
312793,0.037147,0,Joey Oglesby
340361,0.036987,0,Sandrine Kiberlain
306943,0.079539,0,Eden Sher
324325,0.034534,0,Samantha Futerman
321640,0.033378,0,Andrew Jarecki
309919,0.056244,0,Lucas Till
303867,0.032678,0,Winona Mae
330916,0.030113,0,Cory Nichols
273599,0.030005,0,Steve Mazoukis
333620,0.028082,0,Kelcie Stranahan
325843,0.026797,0,Hamilton Nash Grier
253303,0.025288,13684,Joel Potrykus
356846,0.025252,0,Bill Paxton
331501,0.023026,0,Iwan Rheon
329289,0.019804,0,Doug Jones
334682,0.019133,0,Victoria Rowell
356335,0.018224,0,Dwayne Richard
339928,0.017625,732655,Lisa Clark
328346,0.030371,0,Ken Jeong
157336,24.949134,621752480,Jessica Chastain
118340,14.311205,773312399,Zoe Saldana
100402,12.971027,714766572,Scarlett Johansson
245891,11.422751,78739897,Michael Nyqvist
131631,10.739009,752100229,Josh Hutcherson
122917,10.174599,955119788,Ian McKellen
177572,8.691294,652105443,Ryan Potter
205596,8.110711,233555708,Keira Knightley
198663,7.137273,348319861,Ki Hong Lee
194662,6.907148,103215094,Zach Galifianakis
210577,6.438727,369330363,Rosamund Pike
228150,6.415818,211817906,Shia LaBeouf
181533,6.286692,349424282,Rami Malek
157350,6.14502,288747895,Theo James
127585,6.052479,746000000,James McAvoy
240832,5.947136,463360063,Morgan Freeman
98566,5.787396,477200000,Will Arnett
225886,5.701683,126069509,Jason Segel
242582,5.522641,38697217,Rene Russo
91314,4.983782,245500000,Stanley Tucci
120467,4.93082,174600318,Tony Revolori
244786,4.780419,13993093,J.K. Simmons
119450,4.452507,708200000,Jason Clarke
156022,4.145209,192330738,Marton Csokas
227159,4.105685,106645357,Jason Sudeikis
102382,4.101979,705717432,Emma Stone
137113,3.990452,370541256,Emily Blunt
228967,3.989231,11305175,Seth Rogen
190859,3.863074,542307423,Sienna Miller
147441,3.81374,268031828,Joel Edgerton
124905,3.689601,529076069,Ken Watanabe
102651,3.582315,758410378,Elle Fanning
254904,3.573028,32556119,Luke Bracey
242512,3.489314,102529779,Ana Coto
82702,3.489106,609123048,Gerard Butler
270303,3.393741,13500000,Keir Gilchrist
138103,3.34625,206172544,Jason Statham
137106,3.327799,469160692,Elizabeth Banks
72784,3.280948,0,James Marsden
68737,3.260581,114178613,Julianne Moore
266856,3.170271,121201940,Felicity Jones
193893,3.14993,136621271,Damon Wayans Jr.
49017,3.028769,215529201,Sarah Gadon
270946,3.007018,373552094,Chris Miller
224141,2.996038,212902372,Emily Blunt
53182,2.979181,337580051,Eva Green
227156,2.881991,66980456,Meryl Streep
187017,2.805019,188441614,Channing Tatum
169917,2.777996,53181600,Dan Stevens
116149,2.721864,259207227,Peter Capaldi
284276,2.692691,2360281,Anna Kendrick
212778,2.67235,45967935,John Leguizamo
238636,2.611251,108782847,Carmen Ejogo
218043,2.601775,19682924,Chad Michael Murray
85350,2.595951,44349000,Patricia Arquette
241239,2.576396,12007070,Jessica Chastain
184315,2.549403,243400000,Ian McShane
86834,2.526779,362637473,Jennifer Connelly
205587,2.523101,83719388,Robert Duvall
256092,2.493306,0,John Cusack
232672,2.445165,123494610,Adam Sandler
195589,2.376309,268157400,Zac Efron
249164,2.361267,78874843,Jamie Blackley
243683,2.303556,86165646,Briana Evigan
200727,2.295091,4439431,Sam Claflin
222935,2.293859,305151265,Ansel Elgort
244267,2.260131,336472,Brit Marling
168530,2.165462,153997819,Kevin Hart
244761,2.161064,1075178,Scott Speedman
171274,2.160156,11110975,Josh Brolin
137094,2.141491,50549107,Keira Knightley
225574,2.136758,222809600,Julianne Moore
206487,2.116264,3000000,Sarah Snook
262543,2.103532,0,Birgitte Hjort Sørensen
321068,2.078514,0,Melanie Stone
154400,1.957672,18658381,Noomi Rapace
97020,1.940735,239379423,Gary Oldman
157353,1.904422,103039258,Paul Bettany
193610,1.900038,196781193,Leslie Mann
82703,1.894706,272912430,Max Charles
286532,1.875208,0,Lauren Graham
189,1.840817,39407616,Jessica Alba
297270,1.827148,0,Mae Whitman
172385,1.811692,500188435,Anne Hathaway
100042,1.805954,169837010,Jeff Daniels
204922,1.7894,15060457,Colin Firth
152760,1.779861,154984035,Cate Blanchett
227306,1.769987,163442937,Domhnall Gleeson
273895,1.754707,66787908,Tom Wilkinson
265177,1.737699,3494070,Suzanne Clément
255343,1.655717,0,Josh Hutcherson
175112,1.649733,20300000,Christina Hendricks
228970,1.649321,52501541,Laura Dern
76649,1.638781,117831631,Carrie-Anne Moss
239571,1.63015,35926213,James Marsden
196867,1.58801,133821816,Jamie Foxx
207933,1.570083,0,Jim Sturgess
228326,1.545055,97437106,Channing Tatum
239563,1.542392,54837234,Melissa McCarthy
136797,1.541069,203277636,Dominic Cooper
286554,1.53689,18612,Miles Teller
262338,1.466453,0,Kate Hudson
228194,1.449046,88880821,Manish Dayal
170687,1.440084,108255770,Isaac Hempstead Wright
87093,1.398713,28883511,Christoph Waltz
241254,1.394382,266586800,Jason Patric
246080,1.384508,1171559,Karl Davies
110416,1.37667,857522,Fionnula Flanagan
253980,1.375493,0,Scoot McNairy
242095,1.319416,600896,Laurence Fishburne
157825,1.315737,0,Eva Green
216282,1.3155,160602194,Sarah Wayne Callies
289720,1.312103,0,Nicolas Cage
192102,1.304588,0,Amber Heard
218836,1.240895,151165787,Ed Harris
252178,1.220073,1625847,Paul Anderson
144336,1.214094,17508518,Sam Worthington
188161,1.211609,0,Charlize Theron
255157,1.197444,0,Christopher Plummer
171372,1.196549,645186,Maggie Gyllenhaal
244506,1.191423,0,Peyman Moaadi
136835,1.146492,53830415,Taraji P. Henson
284293,1.142614,41797583,Alec Baldwin
256274,1.140302,40100000,Ben Feldman
87492,1.136851,12096300,Channing Tatum
277547,1.111485,0,Michelle Monaghan
226857,1.077877,34077920,Gabriella Wilde
157845,1.052381,2295423,Robert Pattinson
184098,1.041267,70181428,Regina Hall
271674,1.039133,9104716,Kristin Scott Thomas
192149,1.038367,4507463,Kirsten Dunst
187596,1.027357,59209,James Marsden
181886,1.026924,3396726,Mélanie Laurent
250546,1.018115,255273813,Alfre Woodard
328763,1.014673,0,Kevin Brewerton
261103,0.999341,0,Christophe Maé
100241,0.989916,71154592,Yvonne Strahovski
225565,0.988081,26049082,Miles Teller
192132,0.984445,0,Jack Kilmer
200505,0.98174,28831145,Jennifer Garner
254473,0.979655,68896829,David Belle
242224,0.967846,6676471,Noah Wiseman
226486,0.966048,100525432,Susan Sarandon
286519,0.965197,0,Kevin McHale
164251,0.965064,176391,Bradley Cooper
284689,0.956582,1822250,Kit Harington
250066,0.954807,0,Adrien Brody
169298,0.944954,0,Seri DeYoung
244772,0.929125,5284309,Bill Hader
260339,0.928771,0,Helena Bonham Carter
283384,0.926802,0,Gil Bellows
137321,0.92537,30800231,Jessica Brown Findlay
234200,0.920514,7523634,Bill Nighy
244264,0.916578,0,Chloë Grace Moretz
241848,0.916435,2367161,Maika Monroe
259611,0.900955,0,Eva Longoria
238215,0.897075,0,Dan Stevens
188166,0.896627,258384,Devin Ratray
253344,0.894732,0,Pierce Brosnan
256917,0.893121,15520023,Olga Kurylenko
171424,0.890965,6833445,Ariel Levy
229297,0.889247,32339326,Emma Stone
192712,0.887576,0,Callan McAuliffe
218778,0.876514,100654149,Jennifer Garner
239678,0.876066,41296320,Tina Fey
264656,0.870104,2429989,Tommy Lee Jones
294652,0.86636,0,Brenton Thwaites
244509,0.863235,427418,Don Johnson
146015,0.861117,200406,Mia Wasikowska
227783,0.833734,0,Katherine Heigl
327833,0.829686,0,Tony Jaa
151368,0.81219,0,Sasha Grey
230179,0.805839,7500000,Onni Tommila
242076,0.800344,56574,Rebecca Da Costa
209451,0.797723,67347013,Vincent Piazza
222899,0.796721,49002684,Michael Ealy
198185,0.786398,38307627,Bill Paxton
231576,0.778247,5483299,Kate Hudson
244539,0.777096,1430655,Zoe Saldana
240745,0.774259,0,Dakota Johnson
287587,0.766932,108808,Rose Byrne
285135,0.763771,0,Aaron Douglas
283350,0.760779,37151,Alice Eve
97370,0.757089,5380251,Kryštof Hádek
177494,0.751773,3485127,Jason Dohring
254375,0.747577,1124445,Rosamund Pike
235260,0.740796,67800064,Diogo Morgado
250657,0.73558,0,Michael Pollan
242643,0.72975,4571025,Neal McDonough
242042,0.728025,15071,Scott Speedman
217993,0.72546,5155325,Alan Tudyk
157834,0.722877,770706,David Thewlis
253306,0.722465,0,Rima Te Wiata
288281,0.716104,0,Anthony LaPaglia
232679,0.714661,30127963,Michael Chiklis
260202,0.708006,0,Christopher Walken
256835,0.707208,0,Tim Allen
293299,0.7057,0,Katie Lowes
289891,0.704138,0,Ben Barnes
270302,0.699699,2146041,Sam Claflin
251852,0.691851,0,Eliza Dushku
215211,0.688635,0,Milo Ventimiglia
177047,0.688179,48390,Helen Hunt
276844,0.684152,0,Bojana Novakovi
226448,0.680611,0,Michael Stahl-David
255268,0.678616,0,Danny Glover
201086,0.676471,0,Ian McShane
297596,0.671825,0,Anton Yelchin
193612,0.667732,17834867,Sam Claflin
242310,0.662295,0,Aubrey Peeples
157849,0.660405,31554855,Rachel McAdams
284296,0.649574,25434291,Rosario Dawson
239566,0.648465,31911598,Nelsan Ellis
282813,0.646337,13865435,Denis O'Hare
184346,0.641676,0,Edgar Ramírez
246860,0.635214,1554000,Kristen Stewart
245916,0.632048,2450846,Mary Elizabeth Winstead
157832,0.631167,13287735,Chris O'Dowd
273271,0.628637,0,Matt O'Leary
245906,0.623706,111996,Imogen Poots
246741,0.622166,0,Jemaine Clement
276902,0.621645,0,Teresa Palmer
254191,0.615729,9318,Harry Treadaway
209276,0.609613,54915,Ben Mendelsohn
253312,0.609054,0,Jerry O'Connell
210479,0.602735,4635300,Ruth Wilson
246400,0.600919,0,Warren Ellis
227735,0.599079,52424533,Ashley Judd
206821,0.593558,0,Jason Bateman
252830,0.593438,0,Cung Le
152790,0.59318,0,Peter Dinklage
244536,0.593065,0,Juliette Lewis
288158,0.590257,26501323,Jeremy Irvine
244517,0.5847,169976,Richard Jenkins
203834,0.582629,0,Mark Webber
145220,0.574398,80383113,Ty Burrell
290542,0.571844,11486,Emmy Rossum
263986,0.571571,0,Caroline Palmer
239568,0.561727,0,T.J. Miller
258750,0.560295,0,Kairi Narita
297608,0.56021,0,Anne Ramsay
246403,0.559472,1826705,Justin Long
243684,0.557453,461162,Jennifer Garner
287426,0.552627,0,Anthony Mackie
303623,0.550723,0,Christine Woods
228496,0.550625,0,Julie Marcus
276843,0.55046,0,Rosamund Pike
269173,0.550453,0,Alexis Knapp
227300,0.550197,0,Jessica Alba
286521,0.548656,1020921,Diane Keaton
184345,0.548529,0,Jaime Pressly
271714,0.5415,28641776,John Cusack
236751,0.540852,101332962,Kelly Reilly
251994,0.539017,0,Lauren Cohan
256474,0.536511,0,Cam Gigandet
243568,0.535291,0,Clea DuVall
145221,0.533347,0,Sam Keeley
157823,0.5252,0,Dakota Fanning
286875,0.524765,0,Ed Oxenbould
242022,0.519107,0,James Buckley
285733,0.518405,0,Brittany McDonald
284294,0.514113,0,Ben Vereen
293310,0.512588,0,Julian Assange
283227,0.506605,0,Alan Rickman
214314,0.502296,0,Victoria Naumova
272692,0.501533,0,Dale Dickey
287084,0.498787,0,Spencer Treat Clark
188207,0.49584,61279452,Liam McIntyre
157851,0.495519,1338365,Mia Wasikowska
254474,0.494022,14947,Cortney Palm
155084,0.491273,0,Devon Graye
280000,0.487316,0,Nicholas Gunn
253235,0.485296,25312387,Diane Keaton
245700,0.484272,5405500,Roger Ashton-Griffiths
258805,0.481391,0,Katherine Cunningham
286873,0.480362,0,James Norton
290555,0.480194,0,Lucas Till
313867,0.476645,0,Dustin Hoffman
255798,0.472728,0,Ashley Greene
203739,0.472703,0,Lucy Fry
157829,0.472242,985007,Jessica Chastain
244566,0.470651,88273,Dane DeHaan
283686,0.466921,0,Scott Speedman
280690,0.466373,0,Jacqueline Fernandez
245473,0.466284,0,Luke Benward
253310,0.465438,0,Katie Findlay
250538,0.461037,0,Corey Stoll
256731,0.46087,0,Willem Dafoe
312791,0.460188,0,Erin Agostino
253272,0.457089,0,Angus Sampson
193726,0.453382,7171,Julian Barratt
248504,0.452644,0,Tara Reid
244268,0.451125,2262223,Alfred Molina
267863,0.449196,0,Hannah Arterton
52653,0.447229,149337,Ray Park
230266,0.446458,5000000,Colin Farrell
261375,0.445011,0,Charlotte De Bruyne
190469,0.444337,0,Lee Nicholas Harris
259018,0.43549,0,Selena Gomez
259072,0.430844,0,Aqueela Zoll
284537,0.430708,0,James Marsden
312526,0.430488,0,Reiley McClendon
258099,0.428819,0,Garret Dillahunt
275060,0.427602,0,James McAvoy
285843,0.421838,0,Scott Speedman
250535,0.416516,0,Jim Broadbent
243531,0.413991,0,Peter Facinelli
277597,0.413295,0,Kristanna Loken
240916,0.411465,0,Dominic Cooper
254024,0.409047,0,Cara Delevingne
239562,0.408464,16337881,Tyler Perry
244783,0.407983,32251,Johnny Flynn
250388,0.40674,0,Lochlyn Munro
252171,0.403579,395000,Arash Marandi
253254,0.269741,8251,Fatima Ptacek
210947,0.401153,121179,Derek Lee
254263,0.400689,0,Laura Bailey
235271,0.399827,0,Brandon Gonzales
241771,0.398601,14618727,Gugu Mbatha-Raw
259956,0.398291,0,Max Greenfield
299582,0.397644,0,Stephen Hagan
141043,0.669807,7176347,Aaron Paul
298865,0.39199,0,Jesse Camacho
266537,0.390044,0,Loïc Corbery
228358,0.444439,0,Caity Lotz
252680,0.386307,10429707,Sean Astin
251519,0.382465,0,Stuart Allan
238603,0.382434,45300000,Astro
259963,0.380607,126150,Roberto Aguire
270938,0.380414,0,Neal McDonough
258086,0.336024,0,Sophia Myles
275318,0.379113,0,Finn Jones
245859,0.378725,0,Olly Alexander
256740,0.375458,0,James Purefoy
249260,0.389417,0,Kate Nauta
215379,0.510296,0,Nicholas Hoult
293633,0.366176,0,Joyful Drake
297961,0.363927,0,Joan Jett
233470,0.363776,0,Mary-Louise Parker
248774,0.360727,3123963,Jake Lacy
292177,0.360228,0,Tabitha St. Germain
242166,0.359568,0,Rachael Leigh Cook
156597,0.358186,0,Meat Loaf
313074,0.35561,0,Annabelle Wallis
275985,0.354648,0,Jamie Noel
286654,0.352393,0,Ryan Phillippe
238475,0.351449,0,Samantha Colburn
284536,0.350612,39171130,John Goodman
257447,0.350213,0,Cody Hackman
283691,0.347108,0,Steven Waddington
270005,0.346944,0,Ben Barnes
254023,0.346216,0,Greta Gerwig
208869,0.34388,0,Will Poulter
268060,0.343814,0,Robert Homer Mollohan
209185,0.34162,3430018,Taylor Kitsch
282041,0.340735,0,Dolph Lundgren
157847,0.340308,2365467,Tye Sheridan
300706,0.340101,0,Scott Foley
265016,0.339749,0,Melanie Papalia
146243,0.338489,0,Liana Liberato
289314,0.369555,0,Richard Jenkins
254194,0.539598,0,Amanda Fuller
261101,0.333035,0,Michael Imperioli
253295,0.33291,0,Jinkee Pacquiao
82657,0.332041,0,Amy Smart
287415,0.331919,0,D. B. Sweeney
259954,0.330645,0,Bérénice Marlohe
94590,0.330541,0,Jeremy Suarez
287663,0.330431,0,Vanessa Marshall
199575,0.276845,0,Angourie Rice
174337,0.460808,13769,Jake Johnson
299939,0.324403,0,Adrian Holmes
236399,0.303538,0,Ellen Burstyn
279171,0.323009,0,Tony Goldwyn
271164,0.362439,1009620,Ali Faulkner
270654,0.318941,15000000,Teresa Palmer
206296,0.318608,0,Jeremy Jordan
157099,0.317225,75143,Michelle Monaghan
157424,0.404018,0,Jillian Murray
211076,0.316313,0,Logan Huffman
276401,0.315839,0,Jessica Chastain
241843,0.689942,0,Alison Pill
297680,0.309771,0,Abbie Salt
126172,0.309634,0,Stephanie Bennett
249923,0.309101,0,Damon Wayans Jr.
293894,0.512023,0,Anthony Baines
212231,0.308899,0,Kenny Wormald
256687,0.43435,0,Brad Carter
268171,0.306919,0,Christopher Plummer
289727,0.306026,4453524,Marisa Tomei
253849,0.304992,0,Lachy Hulme
330115,0.12871,0,Brenton Thwaites
276496,0.302498,0,James Rolleston
290999,0.301497,0,Bianca Bradey
249660,0.300442,29789000,Shane Harper
302828,0.299103,0,Garret Dillahunt
305091,0.298899,0,Brenton Thwaites
99367,0.296822,0,Nick Offerman
294308,0.29562,0,Brian Austin Green
281418,0.29364,0,Jerry O'Connell
299969,0.293107,0,Stan Lee
290729,0.292497,0,Chad Michael Collins
285549,0.292107,0,Catriona MacColl
259910,0.291253,0,Chris Hemsworth
267806,0.290104,2756,Emmy Argo
276908,0.290033,0,Kayla Servi
242090,0.289951,0,Elisabeth Moss
289416,0.289238,0,Joel David Moore
265010,0.289102,0,Antonia Campbell-Hughes
276901,0.288414,0,India Salvor Menuez
257117,0.288035,0,Olivia Tennet
113833,0.286381,0,Jim Parsons
243526,0.285328,0,Mary Elizabeth Winstead
79316,0.283225,36433975,Zach Gilford
285387,0.280438,0,JoeyStarr
258284,0.280105,0,Elizabeth Banks
284284,0.38421,0,Sam Worthington
294093,0.279115,0,Kate Rasmussen
304336,0.278064,0,Briana Evigan
276488,0.277049,0,Niall Greig Fulton
319389,0.275803,0,Ali Larter
278774,0.272995,0,Chanelle Peloso
286709,0.271697,0,Kevin Wu
282672,0.270806,0,Harrison Gilbertson
306650,0.269528,0,Malachi Kirby
253675,0.269468,0,Martin Freeman
305932,0.269274,0,Andrea Russett
255491,0.269033,0,Chris Klein
114750,0.205077,0,Tyler James Williams
252102,0.267446,0,Earl Lynn Nelson
209269,0.264523,0,Jai Courtney
269650,0.264059,0,David Matranga
216580,0.261284,0,Rodney Rowland
114155,0.259735,0,Dakota Fanning
259074,0.258304,0,Dean Armstrong
249021,0.258209,0,Charles S. Dutton
258893,0.256655,0,Grey Griffin
304613,0.255838,0,Bill Moseley
269100,0.252762,0,Wil Wheaton
124470,0.24687,0,Denise Williamson
282296,0.751476,4013786,Kevin Kline
293262,0.431184,7205,Muhammad Ali Jr.
274820,0.374265,0,Richard Jenkins
275619,0.634232,0,Anthony Marks
244403,0.240398,0,Anton Yelchin
251232,0.239934,0,Frederikke Dahl Hansen
283589,0.239862,0,Katrina Kaif
286548,0.237126,0,Cary-Hiroyuki Tagawa
289394,0.342044,0,Kristen Connolly
200511,0.23282,0,Leven Rambin
214087,0.232365,0,Alexandra Lamy
250766,0.232241,0,Werner Herzog
260001,0.231578,8265,Gillian Jacobs
180305,0.230637,0,Dylan McDermott
254193,0.229926,0,Ethan Embry
253251,0.228495,0,David Verdaguer
289712,0.227613,0,Emily Alyn Lind
286668,0.321453,0,Victor Webster
263855,0.226863,0,Emmanuelle Chriqui
243352,0.129935,1156000,William Zabka
270771,0.433273,0,Booboo Stewart
249170,0.223067,0,Louie Psihoyos
225044,0.345226,28208,Debra Messing
230779,0.221957,0,Rosario Dawson
244260,0.221564,0,Boyd Holbrook
209416,0.253943,0,Alice Cooper
250658,0.220064,0,Tim Berners-Lee
256346,0.219862,0,Tom McGrath
253292,0.219679,0,Erin McGathy
262788,0.217873,0,David Mazouz
267793,0.217415,0,Ellen Burstyn
284274,0.21533,0,Roger Craig Smith
265019,0.212841,0,Aaron Staton
272160,0.212083,0,John Stamos
263614,0.211791,0,Emmanuel de Merode
301959,0.210808,0,Michael Caine
287950,0.209046,0,Todd Farmer
271665,0.171104,0,Sean Patrick Thomas
223954,0.208431,0,Charlotte Gainsbourg
258193,0.492782,0,Corey Eid
281298,0.205343,0,Jung Woo-Sung
305127,0.203043,0,Cal Bartlett
264170,0.202776,0,Brian George
256969,0.202449,0,Sean Astin
213927,0.20162,0,Brett Davern
294741,0.201445,0,Maxine Peake
298093,0.222714,0,Ron Perlman
298445,0.199012,0,Artie Lange
245685,0.198531,0,Rupert Grint
250574,0.197336,0,Patrick Brice
279914,0.376205,0,Ray Liotta
261037,0.56672,0,James Badge Dale
277702,0.196408,0,Julie Benz
267480,0.195167,153516,M.Y. Basrun
241765,0.194413,0,Craig Fairbrass
295799,0.194283,0,Carl Apfel
268321,0.193689,0,Thomas Dekker
339992,0.161001,0,Lisa Cameron
266040,0.370212,0,Radha Mitchell
256690,0.310285,0,Nurul Elfira Loy
286987,0.191091,0,Kelli Berglund
251321,0.19104,53086,Mélanie Laurent
285423,0.189201,0,Josh Kelly
281778,0.188264,0,Kevin Sorbo
260063,0.083295,0,Langley Kirkwood
271185,0.186933,0,Christian Slater
277688,0.131462,0,Ray Wise
197696,0.186159,0,Jacqueline Bisset
262481,0.18545,0,Adam Savage
256766,0.184506,0,Alfred Molina
251768,0.184395,0,Laura Bailey
301056,0.183417,0,Hayley Joanne Bacon
146229,0.182975,0,Haley Bennett
259453,0.182618,0,Philip Desmeules
266102,0.181227,0,Reece Ritchie
226140,0.18041,0,Danielle Harris
266084,0.180139,0,Vanessa Kirby
261820,0.180131,0,Anna Camp
297265,0.179072,0,Antonia Thomas
317182,0.178898,0,Jenna Coleman
248212,0.177674,0,Cheng Pei-Pei
287524,0.177102,0,Robert Englund
271467,0.226614,0,Wilmer Valderrama
294959,0.175793,0,Alex Honnold
341747,0.175615,0,Benedict Cumberbatch
266353,0.281505,0,Mike Vogel
278632,0.240776,2710,Tahyna Tozzi
206192,0.23759,0,Georgie Henley
258251,0.169396,0,Roxanne McKee
273641,0.168968,0,Spike Jonze
300467,0.167827,0,Lukas Haas
280922,0.167084,0,Krysten Ritter
221667,0.288731,0,Jérémie Renier
331727,0.166098,0,Mike Moh
244562,0.165741,0,Noah Silver
288445,0.16369,0,David S. Hogan
262840,0.163674,0,Amy Matysio
254188,0.163367,0,Catalina Sandino Moreno
253270,0.161591,0,Cybill Shepherd
273621,0.235468,0,Alphonso McAuley
280002,0.16084,1169603,Johnny Pacar
256284,0.110411,0,John Rhys-Davies
253283,0.158245,0,Thomas Sadoski
244580,0.156677,0,Elle Fanning
283161,0.155114,0,Salma Hayek
284711,0.151929,0,Tony Evangelista
262340,0.151591,23000000,Jennifer Gibney
251736,0.148877,0,Elisabeth Moss
266442,0.173667,0,Tom Brokaw
228108,0.145525,0,Robert Patrick
312497,0.028695,0,Gil Bellows
267804,0.087132,0,Pio Marmaï
286657,0.142619,0,Torey Byrne
256876,0.140883,0,Vladimir Pozner
246743,0.140245,0,James J. Bulger
282248,0.093198,0,Kenny Wormald
222649,0.138246,0,Shohreh Aghdashloo
287703,0.137202,0,Bruce Bu Lu-Si
254772,0.266087,0,Harvey Keitel
277237,0.134767,0,Stephen Graham
296626,0.132764,0,Kylie Rogers
257451,0.13154,0,Robb Wells
285841,0.140935,0,Catherine Keener
285838,0.130592,0,Emmanuelle Vaugier
260535,0.130097,0,Rio Mangini
279973,0.130077,0,Jamie Kennedy
374430,0.129531,0,Rafe Spall
274626,0.126283,0,Elizabeth Gillies
253287,0.124685,0,Maggie Grace
256561,0.119891,0,Danil Ishutin
180296,0.119415,0,Amy Poehler
288154,0.118137,0,Angelica Boccella
292985,0.118044,0,Kristen Bell
274899,0.117257,0,Lara Vosburgh
279661,0.113265,0,Joshua Zeman
272602,0.136026,0,Dina Shihabi
287935,0.112646,0,Goran Visnjic
300441,0.110972,0,Megan Charpentier
263510,0.110266,0,Mike Boettcher
254005,0.109921,0,�dám Varga
268508,0.109904,0,Elizabeth Friedman
254047,0.109169,0,Chris Soldevilla
409696,0.107621,0,Collin Dean
250643,0.105045,0,Bobby McFerrin
250551,0.20036,0,Arjun Kapoor
250230,0.102977,0,Simon Abkarian
267795,0.102152,0,Patrick J. Adams
244534,0.101299,0,Melanie Lynskey
249926,0.100979,0,Sheridan Smith
251979,0.097665,0,Cheryl Ladd
298931,0.097531,0,Ruthie Henshall
279828,0.09733,0,Gregg Sulkin
295315,0.130742,0,Laura Harring
293572,0.095633,0,Zack Andrews
261768,0.095529,0,Richard Jenkins
295144,0.095479,0,Gemma Jones
277594,0.095473,0,Christian Oliver
258152,0.0951,0,John Goodman
289239,0.094574,0,Eric Allan Kramer
242754,0.093377,0,Abbie Cornish
255278,0.171617,0,Christian Slater
113091,0.092777,0,Beau Garrett
220471,0.090297,0,Alycia Debnam-Carey
285270,0.088805,0,Zachary Knighton
296370,0.135376,0,Shane Harper
288463,0.082565,0,Doug Allen
250114,0.081879,0,Marc Evan Jackson
305276,0.162234,0,Katee Sackhoff
290802,0.045555,0,Sidney Bernstein
250700,0.079478,0,Todd Field
253046,0.135675,0,Samantha Cardona
292607,0.078872,0,Brian Armstrong
284298,0.078644,0,Xu Zheng
252444,0.067359,0,Miri Higareda
264555,0.076463,0,Barbara Alyn Woods
242083,0.07643,0,Matt Walsh
298935,0.076348,0,Jonathan Sadowski
292483,0.075965,0,Cherami Leigh
288789,0.075351,192400,Matthew Crawford
265964,0.113875,0,Niels Arestrup
251227,0.074121,0,Hannah Hart
250578,0.03551,0,Axel Axwell Hedfors
290336,0.072637,0,Lars Mikkelsen
284470,0.072514,0,Howard Scott Warshaw
265018,0.072217,0,Lindsey McKeon
287767,0.015668,0,Tahir Bhasin
277231,0.043409,0,Noom Diawara
306963,0.04501,0,Anna Nerman
283330,0.069212,65460,Brady Corbet
260947,0.068752,0,John Robinson
297462,0.068642,0,Rik Swartzwelder
256273,0.065064,0,Jeremy Ray Valdez
291157,0.064907,0,Fawad Afzal Khan
147778,0.064238,0,J.J. Abrams
294690,0.063621,0,Timothy S. Shoemaker
256347,0.131326,0,Eloise Mumford
278878,0.166508,0,Scott Beehner
276729,0.185882,0,Elliott Smith
267872,0.056153,0,Sterling Jones
276918,0.05273,0,Barack Obama
295588,0.048917,0,Bram Hoover
275657,0.048493,0,Ben Pappas
296244,0.132698,0,Scott Marcus
288587,0.046303,0,Céline Sallette
250777,0.190655,0,Leonard Nimoy
256503,0.042677,0,Alicia Keys
301235,0.038364,0,Richard Hammond
286372,0.037459,0,Dana Melanie
276922,0.104985,0,Katie Walder
267463,0.034572,0,Michael Adam Hamilton
300900,0.032878,0,Bill Voorhees
286256,0.036904,0,Babú Santana
203819,0.027994,4878242,Adam Driver
289339,0.022635,0,Yassir Lester
347520,0.021498,0,Andrew Howard
242088,0.021036,0,Rob Brydon
283322,0.020923,5240,Lawrence Makoare
284288,0.020673,0,Sunil Thapa
250798,0.078603,0,Gonen Ben Yitzhak
298077,0.0174,0,Aisling Franciosi
298533,0.018014,0,Gabrielle Miller
250666,0.017292,0,Jay Reinke
314065,0.015776,0,Matthew Modine
303281,0.015258,0,Saif Ali Khan
291343,0.012325,0,Holger Geschwinder
298653,0.011229,0,Madison Ferguson
286101,0.002922,0,Laetitia Casta
262903,0.010047,0,Nargis Fakhri
279992,0.005972,0,Fairuza Balk
296690,0.044654,0,Ali Zafar
309049,0.147999,0,Alison Doody
283201,0.005266,0,Arjun Kapoor
283559,0.004853,0,Niall Horan
276928,0.004282,0,Alia Bhatt
286817,0.032049,0,Jill Evyn
288301,0.002599,0,Margaret Cho
11,12.037933,775398007,Harrison Ford
691,2.379469,185438673,Barbara Bach
11319,1.719385,71215869,Eva Gabor
703,1.179653,38251425,Diane Keaton
11114,1.104997,0,Helen Reddy
840,1.104816,303788635,François Truffaut
5902,1.048838,50750000,James Caan
250480,0.912502,0,Sterling Holloway
14140,0.905657,0,Don Knotts
11940,0.75125,16000000,Taryn Power
25388,0.622492,0,Terence Hill
11009,0.602862,237113184,Karen Lynn Gorney
12535,0.560826,31063038,Madeline Kahn
11006,0.541642,126737428,Sally Field
5205,0.520725,0,Franco Columbu
