id,popularity,revenue,keywords
38358,0.761889,67738090,exorcism
23023,0.756229,112462508,fairy
39285,0.754526,0,journalist
38363,0.754168,24188922,cia
45657,0.745434,498974,nurse
30675,0.744585,7000000,illuminati
26388,0.740867,19152480,isolation
38778,0.73988,86387857,mouse
13477,0.733947,36699403,new york
46541,0.698694,0,bodyguard
52338,0.693664,0,love
39781,0.68633,34705850,waitress
42684,0.671484,66821036,missile
48289,0.670027,45636368,beach
49953,0.669106,0,number in title
44718,0.661465,0,independent film
38199,0.659899,0,suspense
39013,0.659749,13831503,father
31900,0.658786,0,beach
27004,0.655955,46488,independent film
39691,0.655878,112483764,torture
44244,0.6538,0,summer camp
37931,0.64929,6110000,aftercreditsstinger
38843,0.648081,0,sister sister relationship
7978,0.642475,0,father-son relationship
27583,0.642315,6153967,personal assistant
42888,0.640576,48668907,love triangle
16290,0.640516,0,pain
50479,0.631665,0,prophecy
58496,0.629432,8212430,brazilian
52208,0.62808,0,drug traffic
45649,0.619772,98017,exploding building
23172,0.618078,45236543,duringcreditsstinger
34016,0.61643,49779728,confidence
41215,0.611978,265318,inquisition
46503,0.608691,0,difficult childhood
53172,0.602854,204940,vomit
37414,0.602017,0,sheriff
48838,0.599676,4644108,loss of sister
43931,0.597254,19829957,soul
42194,0.59643,967000,martial arts
42194,0.59643,967000,martial arts
42194,0.59643,967000,martial arts
42194,0.59643,967000,martial arts
60309,0.591206,15478800,president
35153,0.583302,0,revenge
34803,0.579188,49050886,remake
35458,0.569318,88335,ex-detainee
44835,0.564203,382946,loss of mother
59490,0.550709,6467348,secret
45569,0.545277,0,suicide
44363,0.538392,3065860,loss of lover
33909,0.535535,134748021,duringcreditsstinger
65760,0.534678,0,sarajevo
40247,0.534468,0,suicide
43434,0.534192,871279,gun
38407,0.532098,0,suspense
60011,0.528989,0,south africa
50838,0.524061,8020,robbery
47518,0.523187,0,wife husband relationship
35690,0.518174,0,brother sister relationship
74997,0.516644,0,sexual obsession
44009,0.514465,18124262,jealousy
44874,0.514385,0,magic
45658,0.513857,2614773,alcohol
33555,0.513524,0,sherlock holmes
29427,0.512957,54956140,terror
41180,0.507471,0,prostitution
51200,0.507092,0,based on true story
27585,0.498635,5129058,loss of son
39210,0.49843,0,milan
12819,0.495162,39300000,wolf
36950,0.493069,0,suicide
43920,0.478118,430041,juvenile prison
40205,0.47421,0,magic
35558,0.473513,0,beach
41135,0.470522,0,assassin
41515,0.470249,201584141,picnic
37932,0.460457,0,horseback riding
35217,0.460154,0,usa
41592,0.455662,18144030,ballet dancer
38570,0.448095,0,duringcreditsstinger
38093,0.44737,21520719,woman director
45162,0.444944,0,dc comics
45132,0.443893,324138,bomb
44638,0.443807,346594,shakespeare
45013,0.442823,0,career
48392,0.442301,0,conductor
51736,0.426522,0,independent film
46198,0.423512,0,based on novel
45077,0.422828,18000,prom
45745,0.609669,0,pet
12685,0.417035,0,female nudity
43641,0.23283,0,dc comics
44918,0.407787,0,suspense
45272,0.406941,20529194,suicide
47386,0.401176,0,new hampshire
30061,0.400305,0,saving the world
39452,0.397548,4790751,graffiti
46934,0.39567,850994,prison
43930,0.393626,16504936,invasion
33107,0.385303,0,remake
367186,0.082894,0,england
278427,0.374797,0,space war
44040,0.368927,33583175,claustrophobia
46837,0.368374,539957,california
31007,0.364652,42145,rape
44716,0.359688,0,africa
40619,0.356462,0,pixar animated short
29564,0.346981,0,prequel
58446,0.346631,0,high school
71622,0.345663,0,country house
84520,0.189991,0,prostitute
89704,0.340855,338987,ice
34563,0.312595,21409028,interracial marriage
50090,0.146543,0,spy
31261,0.332904,1000000,female soldier
34751,0.331978,0,whale
46829,0.328667,8454301,suicide
55061,0.32716,693181,dancer
75311,0.255051,0,pop culture
12201,0.3261,74901339,shot in the side
44678,0.321863,0,race against time
49787,0.321694,0,boat
31035,0.319013,0,hoodlum
70695,0.315527,55125,virgin
51409,0.312322,0,beach
55890,0.309807,0,prequel
44219,0.307351,0,number in title
42296,0.346071,3045943,aftercreditsstinger
35169,0.302377,39340177,aftercreditsstinger
45324,0.301054,1083683,biography
32206,0.297737,0,doomsday
43919,0.29666,52604,ax
47559,0.287095,0,education
189197,0.757082,0,world war ii
44263,0.289545,0,martial arts
70588,0.289022,0,independent film
49350,0.286433,0,high school
43935,0.283241,4634062,detective
75170,0.276859,0,friendship
47407,0.494214,0,duringcreditsstinger
38568,0.275607,617000,poetry
43942,0.27519,103735,female nudity
47607,0.271442,0,sister sister relationship
56601,0.271381,3878993,baseball
47218,0.269283,215576,independent film
36515,0.265649,0,woman director
43263,0.284327,0,cop
55215,0.260669,0,galaxy
52015,0.2596,33245,male nudity
41988,0.257311,0,dc comics
41827,0.162356,0,sex
56968,0.252021,0,woman director
39312,0.187905,1422910,guitar
46528,0.25054,11087569,assassin
44992,0.377897,0,space
50204,0.246578,4349187,black humor
59437,0.245438,63931,forgiveness
32916,0.244947,0,magic
56272,0.559371,10,independent film
12645,0.241541,55089,mexico
37495,0.240403,4270000,terrorism
39681,0.237797,0,rape
62728,0.408233,0,waitress
73454,0.230821,0,eroticism
63727,0.229124,0,exorcism
36801,0.228405,0,alcohol
30587,0.228045,0,stand-up
42918,0.227258,178174,underground
25891,0.339125,0,texas
55785,0.224505,0,bullying
158675,0.224171,0,musical
51299,0.222293,0,sport
57419,0.222257,0,sport
44991,0.219619,0,lesbian love
43939,0.218552,0,duringcreditsstinger
59435,0.218279,1279,mathematician
35221,0.216759,0,independent film
46689,0.216503,187716,brazilian
47088,0.214381,453079,independent film
41371,0.213623,0,sport
34583,0.212376,0,mask
52454,0.211508,0,florida
41556,0.385851,123820,cheating
34335,0.210231,0,kidnapping and murder
71700,0.20523,0,recovering drug addict
45556,0.201727,0,solar eclipse
46713,0.200241,0,hostage
44944,0.196975,37000000,female nudity
40080,0.196856,0,sport
70925,0.187445,0,based on true story
39440,0.184116,0,classroom
63578,0.182077,951179,restaurant
56812,0.181532,3218666,militia
45368,0.180345,0,suspense
47763,0.178957,0,journalist
53459,0.260805,0,high school
49958,0.1776,0,cave painting
56743,0.175586,0,lesbian
33602,0.175217,0,autism
55632,0.174224,10967,dysfunctional family
46020,0.173474,0,beach
352812,0.172275,0,animation
51794,0.171948,0,anti terror
48373,0.171615,0,independent film
57120,0.170821,876302,gold
34134,0.170408,0,barbie
55246,0.168177,22270,engagement
52333,0.160701,0,brazilian
46138,0.526537,0,machinist
74471,0.15835,0,africa
39522,0.157333,0,water monster
88212,0.1553,0,holiday
40720,0.12869,0,drug dealer
40170,0.155084,0,martial artist
31967,0.155075,0,crusade
38033,0.150336,0,killing
54532,0.147222,0,gay
41120,0.145026,0,literature
66195,0.144892,14870,swimming pool
46665,0.141985,0,suspense
43922,0.140371,0,wrestling
48186,0.252609,0,teen movie
52850,0.132502,0,nostalgia
35791,0.131526,296221663,post-apocalyptic
31196,0.131328,0,island
62592,0.129442,0,undercover
27584,0.126182,0,university
50037,0.191889,0,commune
70862,0.123158,0,film director
11761,0.120636,0,schizophrenia
44737,0.205329,0,duringcreditsstinger
65056,0.067885,0,lie
35691,0.107729,0,letter
47177,0.137397,0,apostrophe in title
63498,0.104635,0,cuba
59110,0.180217,0,drug addiction
43552,0.276322,1068682,light
64786,0.021645,0,love
46368,0.267278,0,sea
40663,0.087585,0,contaminated  water
72914,0.071963,0,diet
53190,0.095444,0,sport
63348,0.07813,0,christian
40016,0.150035,0,bird attack
51764,0.068941,5980,bear
52060,0.065833,0,christmas
42966,0.06497,0,indian
36736,0.225569,0,adult animation
52605,0.063325,0,gay
53344,0.06447,0,motorhead
39486,0.06324,60251371,horse race
55244,0.052322,1339650,fashion
46718,0.0506,0,dc comics
40777,0.050481,0,love triangle
37757,0.048672,0,film making
45523,0.046872,0,stand-up
58107,0.227962,0,present
26214,0.00664,0,prison
39356,0.028456,43,new zealand
56811,0.025935,35456,independent film
37058,0.019248,0,self sacrifice
44950,0.009766,0,revenge
24243,0.063754,0,brazilian
41397,0.004569,0,duringcreditsstinger
550,8.947905,100853753,support group
603,7.753899,463517383,saving the world
14,3.55572,356296601,adultery
1893,3.526029,924317558,prophecy
564,2.94377,415885488,library
497,2.719461,284600000,southern u.s.
745,2.578731,672806292,child abuse
36643,2.129874,361832400,british
796,2.069357,75902208,upper class
2668,2.065619,206071502,cut-off head
37135,1.945894,0,gorilla
2105,1.825695,235483004,graduation
1844,1.820318,212404396,london
863,1.810197,485015179,museum
4951,1.769152,53478166,sister
509,1.72385,363889678,london
817,1.560867,310940086,saving the world
226,1.43163,11540607,rape
9008,1.427794,60289912,spy
926,1.348628,90683916,space battle
345,1.329827,162091208,life and death
492,1.328465,22863596,individual
9535,1.320079,176885658,new york
10137,1.309249,300135367,brother brother relationship
9481,1.254522,151493655,paraplegic
8487,1.221973,222104681,steampunk
1911,1.189386,61698899,witch
9946,1.173888,211989043,christianity
1715,1.152354,88545092,cigarette smoking
10386,1.150934,23159305,cold war
8914,1.139223,73648228,shark attack
9473,1.076307,0,gay
2112,1.050599,161626121,new york
4806,1.03785,309457509,small town
10314,1.022028,103166989,tv star
10398,0.993492,177841558,prison
8374,0.992316,30471,arbitrary law
1542,0.968204,12827813,suburbia
1443,0.941202,10409377,michigan
2277,0.937873,93700000,android
2667,0.934621,248000000,witch
622,0.920974,58401898,new york
10400,0.92088,73956241,prison
1090,0.907305,18564088,artificial intelligence
9032,0.876587,234801895,bachelor
8649,0.855109,0,new york
8224,0.823494,96618699,pornography
1832,0.82073,30652890,angel
3558,0.797082,0,based on novel
15400,0.779596,0,mickey mouse
11618,0.778786,91188905,trauma
1641,0.746054,93888180,cataclysm
11622,0.744837,40263020,isolation
11374,0.740133,0,tv show
10207,0.731802,118880016,sailboat
2275,0.72669,149705852,suicide
10307,0.725013,50041732,vatican
11601,0.716336,21133087,hypnosis
9451,0.694437,0,alcohol
332,0.684185,0,gadget
334,0.682531,48451803,farewell
2020,0.67107,36911617,san francisco
9423,0.654013,14010690,deserter
1213,0.640331,128798265,venice
9825,0.637814,56870414,diving
9781,0.63765,4217115,parents kids relationship
9824,0.636432,29762011,bowling
4816,0.627172,0,deportation
49948,0.617279,90874570,orchestra
9430,0.614402,28451622,ecstasy
11355,0.614007,84565230,chicago
12117,0.598565,0,prison
13466,0.596782,0,satellite
6415,0.585123,108000000,gold
1850,0.581756,47434430,show business
17707,0.566661,13000000,holiday
26177,0.54872,0,holiday
11377,0.548097,40846082,lunatic asylum
12095,0.545399,0,sheriff
18621,0.538087,0,suspense
16716,0.521573,0,holiday
913,0.508128,124305181,martinique
12618,0.503461,74608570,infidelity
1946,0.501242,2856712,video game
20024,0.498365,10827816,bomb
11001,0.49601,117758500,robbery
7341,0.480421,17762705,suicide
1073,0.479263,0,bomb
38809,0.47074,5241315,independent film
54982,0.469286,0,woman director
10563,0.45956,0,gay
9455,0.454992,15156200,new york
1439,0.450237,0,civil war
12524,0.446421,0,rome
41586,0.424998,0,police operation
10366,0.418611,10667893,super computer
10154,0.416778,0,new york
12485,0.413376,0,life and death
17198,0.40647,0,secret love
11944,0.406308,0,france
12596,0.401336,0,competition
10213,0.354484,0,female nudity
17771,0.390862,0,holocaust
6522,0.383326,73345029,mississippi
21349,0.382872,18653615,dream
2900,0.378188,19598588,wife husband relationship
9849,0.88284,36850101,alien
10210,0.364241,0,fairy
10388,0.274419,3193102,prison
10397,0.35206,13,emigration
12220,0.573718,58900031,love of one's life
14429,0.257547,17843379,high school
11119,0.345172,0,prison
27653,0.411324,0,mouse
10208,1.104937,16290976,puppet
404,0.335398,0,individual
13099,0.331443,0,undercover agent
2290,0.330491,0,jewry
10402,0.328409,65535067,fish
16331,0.324805,0,wyoming
6552,0.323791,4152230,attic
9563,0.322499,100230832,american football
30943,0.322339,28121100,boy
10908,0.318024,0,prison
11129,0.312827,4000000,sex
11353,0.312306,0,film producer
10342,0.377269,8946237,pornography
13787,0.304124,0,sex
10279,0.258844,0,distrust
14709,0.301845,0,american football
10350,0.301533,0,fight
42739,0.300431,0,family secrets
20770,0.299004,0,coming out
15556,0.297996,0,blind
10354,0.289133,0,journalist
3293,0.28789,0,biography
10490,0.285902,10571408,minnesota
9684,0.281948,0,new york
10219,0.278394,0,journalist
16172,0.231418,4398989,restaurant
26149,0.272771,14859394,independent film
19594,0.26906,0,witch
13428,0.265623,0,beach
11779,0.265105,0,cuba
10390,0.143906,0,baseball
15198,0.260903,8888143,sport
16379,0.257431,13260050,undercover
10399,0.250149,0,country estate
15256,0.246669,6852450,new year's eve
10212,0.323477,0,cave
8970,0.242797,29000000,new york
9465,0.319907,0,suicide
14242,0.239265,0,underdog
18681,0.238749,0,beautiful woman
10047,0.235223,66976317,schizophrenia
18417,0.297398,0,autism
22509,0.218481,0,based on novel
5470,0.216242,1531251,monster
20761,0.212029,8434146,sport
815,0.20768,0,revolution
31183,0.207575,0,magic
24066,0.204411,1943649,texas
53875,0.202456,0,dinosaur
13589,0.20056,0,stand-up
22267,0.198126,635096,civil war
18212,0.195796,0,female nudity
18892,0.195048,3076820,confession
10496,0.193797,0,attack
46435,0.187628,0,prostitute
16406,0.187319,27500000,richard nixon
31582,0.186474,4488529,independent film
47288,0.173433,12000000,musical
10916,0.170248,0,space marine
28029,0.167869,0,adultery
10359,0.166168,0,chicago
14005,0.081035,0,parody
14578,0.163337,7292175,suicide
54004,0.162638,0,paris
5319,0.161076,0,tradition
25752,0.153649,0,coma
12479,0.175782,0,wife husband relationship
28902,0.145004,0,based on novel
14484,0.144508,239894,alcohol
12594,0.50812,0,killing
17709,0.129744,0,based on cartoon
16508,0.127664,0,journalism
29698,0.126159,0,woman director
17870,0.122365,0,women
1812,0.118187,2049595,gay
22345,0.116694,36450736,baby
10381,0.105168,0,railroad robber
64202,0.096582,0,cyberpunk
83965,0.083178,0,father-son relationship
10557,0.238748,28200000,islam
39964,0.090186,100,restaurant
24020,0.10041,0,surfing
36251,0.19893,0,sport
43423,0.082451,0,vent
10482,0.077584,0,hotel
10368,0.079104,21001563,italy
34513,0.051594,0,comedian
40863,0.044502,0,martial arts
17681,0.043438,0,crime solving
310154,0.038156,0,snow storm
185789,0.181712,0,pilot
120,8.575419,871368364,elves
671,8.021423,976475550,witch
1018,4.436367,20117339,schizophrenia
141,3.851009,1270522,parents kids relationship
585,3.204295,562816256,monster
644,2.971372,235926552,ocean
808,2.918566,484409218,liberation
634,2.717399,281929795,holiday
161,2.642249,450717150,prison
676,2.478879,449220945,nurse
1734,2.449323,433013274,son
10865,2.217239,186053725,sea
1995,2.179727,274703340,treasure
453,2.169826,313542341,individual
2770,2.116602,287553595,sex
9880,2.061559,165335153,heir to the throne
824,1.925281,179213434,duke
869,1.862114,362211740,gorilla
9428,1.857978,71441250,child prodigy
4133,1.846848,83282296,1970s
853,1.839325,96976270,winter
855,1.735123,172989651,prisoner of war
8835,1.697753,141774679,harvard law school
9476,1.692141,117487473,poetry
9398,1.581446,60780981,male model
11397,1.456526,66468332,underdog
4248,1.450364,141220678,sex
5175,1.447916,347325802,duringcreditsstinger
2034,1.446063,104876233,police brutality
1933,1.406682,209947037,nanny
12589,1.213215,80936232,showdown
2294,1.20913,33788161,film making
9778,1.195555,77516304,soulmates
10992,1.134012,93375151,fight
1903,1.131878,203388341,amnesia
13931,1.125434,0,pixar animated short
2140,1.065364,64437847,paris
1535,1.063015,143049560,spy
9705,1.062734,147080413,female nudity
9889,1.061903,141069860,overweight
15167,1.046249,0,musical
18269,0.993311,0,initiation
9989,0.976997,17833000,technology
2114,0.974222,85131830,battle assignment
9081,0.952027,3176880,philosophy
2057,0.945429,35402320,women
10808,0.913069,176104344,veterinarian
8007,0.90472,91753202,helicopter
8922,0.899764,59217789,mass murder
11232,0.883228,0,lover (female)
11467,0.878721,0,film business
768,0.875299,74558115,loss of family
2100,0.865407,27642707,prison
2043,0.844235,105178561,psychology
39939,0.813396,18492362,alcohol
2018,0.798104,94728529,san francisco
9896,0.787835,85498534,casino
5279,0.781747,87754044,servant
11470,0.774598,16000000,places and planets
6073,0.746989,147845033,kidnapping
10866,0.742951,36642838,colorado
10950,0.731548,40270895,foster parents
467,0.718104,0,jealousy
10829,0.705609,0,small town
2144,0.698061,0,conspiracy of murder
12508,0.693522,16991902,rock star
22643,0.682227,0,mickey mouse
167,0.676114,50315140,robbery
12658,0.6649,0,feminism
17203,0.65309,637769,independent film
12103,0.65104,100020092,cemetery
9378,0.648659,0,hunter
9290,0.635377,39438674,crocodile
12149,0.625438,13110448,loss of mother
21448,0.624372,0,holiday
5852,0.612923,29700000,car crash
11457,0.605248,0,father-son relationship
6440,0.605017,0,sex
11313,0.589432,24185781,american football
1548,0.580121,0,high school friends
2176,0.578315,23619609,california
2749,0.572909,56359980,new york
11065,0.56968,16017403,sex
20857,0.565877,40222729,deportes
9397,0.561179,98376292,grand canyon
10050,0.560135,0,theatre play
10833,0.555793,0,cons and scams
8489,0.554186,87713825,usa
331214,0.537593,125000000,world war ii
10972,0.530703,373967,schizophrenia
11371,0.526992,71069884,quebec
1365,0.522846,44909486,southern u.s.
10956,0.521071,30987695,parents kids relationship
10877,0.510452,79958599,corruption
2575,0.509878,28008462,dancing
1921,0.499611,65754228,workaholic
8386,0.499301,31155435,carpet
10646,0.493288,23430766,compulsive gambling
6007,0.478397,0,mentally disabled
11086,0.472538,37317558,california
12138,0.471789,18720175,casino
23949,0.467091,490475,shyness
28635,0.455335,0,sequel
14034,0.455072,0,business man
10016,0.451722,14010832,climbing up a wall
10878,0.447612,19351569,female nudity
2779,0.446532,0,hypnosis
11091,0.443923,35743308,baby
10706,0.4396,0,beach
12610,0.439101,13596911,cold
10778,0.438395,0,hairdresser
10796,0.427875,0,dual identity
9104,0.427146,0,germany
24940,0.421293,10424470,supermodel
10491,0.414765,15705007,lover (female)
9799,0.414311,207283925,street gang
441,0.40848,705308,individual
9816,0.405522,91038276,ballet dancer
19076,0.403778,0,marie antoinette
9517,0.400459,480811,florida
59940,0.390268,0,sex
1999,0.390152,0,age difference
10054,0.386262,147934180,double life
5955,0.38279,29400000,promise
13403,0.382563,0,transvestism
9991,0.381873,0,prison
3172,0.381751,67631903,prison
11090,0.380227,84772742,dream
7501,0.379856,12000000,montana
14543,0.363073,0,behind the scenes
56715,0.356425,0,remake
10691,0.541416,16929123,lovesickness
16229,0.352726,0,depression
28171,0.350862,0,islam
10477,0.20867,54744738,competition
14369,0.348262,14782676,manager
11845,0.362592,0,hotel room
27601,0.333096,0,rape
5764,0.318067,0,robin hood
13496,0.328665,13678913,sheriff
9740,0.324227,351692268,venice
11456,0.323191,54249294,menace
2084,0.318495,0,female nudity
19405,0.501163,44460850,holiday
26290,0.300784,0,friendship
4965,0.300216,0,android
32577,0.298712,0,bank
20755,0.293357,0,sport
9523,0.293121,0,infidelity
21597,0.286107,0,castle
13503,0.283553,0,underwear
12660,0.278317,741394,france
26602,0.299969,19693891,beach
2171,0.274314,295206,adolescence
10984,0.274027,0,mobbing
11088,0.272619,0,gold
6935,0.272562,0,parkour
38975,0.271443,0,beanstalk
4012,0.353327,416925,bomb
23685,0.263042,5409517,parallel worlds
39180,0.258176,0,dog
16550,0.257859,0,sex
50035,0.251798,4186931,woman director
20536,0.25108,0,baseball
18976,0.249357,0,general
10615,0.241272,0,ladykiller
12312,0.227672,0,profession
1783,0.507235,0,japan
32593,0.224439,0,woman director
11889,0.223151,0,based on novel
11469,0.906593,0,england
9648,0.216654,0,lightning
26976,0.213105,0,nurse
15601,0.210756,0,video game
331,0.167033,368780809,exotic island
15192,0.209655,0,holocaust
19366,0.209579,0,manager
1722,0.20688,62112895,officer
28308,0.205873,0,israel
37632,0.205204,0,crusader
26014,0.203888,0,stockbroker
2141,0.151506,0,biography
13166,0.202684,0,wheelchair
26840,0.254157,0,song
29742,0.017536,0,future
15647,0.195196,10013424,based on play
30416,0.194196,0,career
71885,0.191718,0,sport
11370,0.191566,27053815,loss of family
35080,0.189393,3646994,sex
12484,0.210173,0,full moon
35583,0.18527,0,world war i
18734,0.185009,1667192,independent film
9683,0.169845,0,lovesickness
200813,0.114027,0,wild sea
12900,0.168793,0,war crimes
20794,0.164669,2025238,murder
16723,0.26321,13276953,rebel
36269,0.150234,0,london
11380,0.148963,7316658,black people
1282,0.138861,0,skateboarding
26475,0.19853,0,infidelity
13408,0.12891,10229331,sex
19058,0.128169,163169,new york
10836,0.115221,0,spain
21997,0.115051,0,government
34205,0.114896,0,witch
35703,0.200262,0,exotic island
35831,0.100277,0,mummy
17612,0.097715,0,sex
16161,0.089976,29381649,single parent
3003,0.080857,0,based on novel
15098,0.07442,0,independent film
107548,0.047972,0,musical
2029,0.047949,0,paris
18828,0.026783,0,mexico
30140,0.011723,0,rainbow
155,8.466668,1001921825,dc comics
10681,5.678119,521311860,future
1726,4.977955,585174222,middle east
8681,3.647612,226830568,kidnapping
217,3.16167,786636033,saving the world
8966,3.107665,392616625,soulmates
10764,3.086676,586090727,killing
9502,3.036644,631744560,china
13523,2.90047,18755936,sex
11631,2.543535,609841637,single parent
4922,2.537342,333932083,diary
1724,2.349544,163712074,new york
13223,2.245306,269958228,rape
10527,2.217084,603900354,africa
11253,2.188028,160388063,auction
8247,2.017536,222231186,adolescence
88751,1.996757,101702060,volcano
8909,1.982998,258270008,assassin
13179,1.975355,0,to tinker
12405,1.929591,377910544,slum
2253,1.845165,200276000,berlin
7840,1.841839,266000000,indigenous
8960,1.800286,624029371,flying
12162,1.742288,42000000,sniper
9029,1.682909,170000000,casino
2454,1.628345,419651413,based on novel
7446,1.622426,188072649,southeast asia
13027,1.611632,178066569,artificial intelligence
14574,1.61062,20416563,nationalism
7555,1.605544,113244290,missionary
10483,1.583079,73762516,car race
8328,1.561177,150816700,underdog
10200,1.559851,233093859,extraterrestrial technology
11127,1.537337,0,starships
11321,1.531599,168167691,vegetarian
7191,1.499784,170764026,helicopter
13053,1.480497,309979994,hamster
9870,1.475988,105173115,hawaii
6972,1.468543,49554002,missionary
10201,1.462377,225990978,bungee-jump
14306,1.462242,244082376,journalist
12113,1.446456,113280098,terror
4944,1.435434,163720069,blackmail
6557,1.400898,160259319,lovesickness
2309,1.380024,57490374,book
8065,1.377239,69823199,gambling
8848,1.354387,64822796,infidelity
12133,1.351237,128107642,becoming an adult
8390,1.341805,55447968,lovesickness
8676,1.34132,111231041,helicopter
8456,1.300453,41627431,rebel
10189,1.273395,101624843,marijuana
12163,1.254928,44703995,supermarket
10202,1.22837,212874442,wishes come true
13056,1.210534,10089373,broken neck
13051,1.172718,85416905,assassin
13515,1.169851,72436439,spiegel
7461,1.142055,151161491,bomb
10358,1.133017,42105111,pornography
11665,1.121487,230685453,dancing
15373,1.103468,92380927,camping
13486,1.09571,0,mercenary
11499,1.09445,0,camera
11887,1.091878,0,musical
8055,1.072485,0,germany
9381,1.064766,72108608,submarine
19173,1.056526,0,nymphomaniac
8321,1.054819,32002538,bruges belgium
3580,1.043504,113020255,corruption
8204,1.019335,162839667,brother sister relationship
13335,1.01377,43493123,terrorist
13401,1.007673,22707064,indian
13971,0.988883,0,diving
13012,0.978313,0,prison
15854,0.957704,0,martial arts
1266,0.95684,65569869,police
12182,0.951793,32973937,teenager
12193,0.943042,163733697,holiday
15157,0.938876,0,dancer
13001,0.938555,8900000,wormhole
12620,0.931752,70442940,virgin
13042,0.905428,0,stage
12180,0.900342,68282844,android
12177,0.885215,41819064,sport
7459,0.879116,93945766,car race
5038,0.866771,96408652,barcelona spain
12222,0.865105,297138014,elephant
12783,0.857292,0,england
10503,0.842488,18130888,london
1729,0.826564,127906624,tempel
8881,0.825749,0,che guevara
13413,0.822831,0,pixar animated short
6687,0.802785,5926410,china
13291,0.798582,23530831,bomb
10661,0.787623,201596308,new york
13813,0.785951,51155219,brother brother relationship
21583,0.780936,2434658,motel
8090,0.774511,32483410,suicide
21861,0.765289,0,woman director
10665,0.764367,82391145,mask
12914,0.762934,0,time travel
10139,0.759673,54586584,gay
10529,0.749838,7033683,norway
8836,0.748854,68369434,extraterrestrial technology
14359,0.743689,50907234,sexual abuse
14976,0.73292,0,sister
14447,0.730324,0,bakery
13600,0.721663,17869048,underground world
10761,0.720175,84601681,scotland
12184,0.719955,0,england
13825,0.718964,558000,robbery
13018,0.715969,17741298,deception
13809,0.714882,25739015,london
9030,0.709809,56309766,sister sister relationship
11671,0.702302,14894347,sexual attraction
13184,0.696406,42487390,assassin
7278,0.68675,84646831,fight
8988,0.68078,11207130,post traumatic stress  disorder
8457,0.675717,0,prison
4960,0.674834,0,new york
14197,0.66791,0,remake of korean film
8338,0.666414,19844979,fight
8285,0.66173,39031337,secret identity
14349,0.651972,204660,child abuse
13510,0.648934,3983997,lake
17436,0.645064,382174,based on novel
8645,0.642656,163403799,tree
13460,0.634961,22211426,dystopia
16763,0.633135,0,sequel
18533,0.632341,0,prison
8885,0.630893,11125849,israel
13752,0.626646,0,bomb
27996,0.62414,0,kids and family
4564,0.620489,415252786,city portrait
10186,0.615524,8762890,1970s
18198,0.611016,0,barbie
10199,0.6067,50877145,totalitarian regime
13009,0.603395,0,strip club
25741,0.59883,0,holiday
11918,0.598695,25871834,anti hero
12837,0.595488,38105395,woman director
14098,0.595424,0,house arrest
17606,0.593722,1143856,woman between two men
14405,0.589941,149281606,dog dirt
12165,0.58326,0,mexico
4148,0.57947,75225693,adultery
4953,0.578298,0,camcorder
13090,0.576989,16174377,suicide
12889,0.574813,0,saving the world
14305,0.5725,0,extraterrestrial
11152,0.563354,0,maya civilization
13655,0.560837,0,rock star
12797,0.555691,0,dying and death
10360,0.54408,2724474,prison
17622,0.541117,0,ira
13190,0.540913,0,vacuum
16353,0.531905,8936663,sequel
12178,0.528292,16051363,london
13150,0.527398,31148328,megacity
13220,0.521748,124191,alien infection
13827,0.518011,69497,surfing
8780,0.517412,63833449,pregnancy and birth
13541,0.514454,0,university
13991,0.513438,6230276,sexuality
33409,0.511786,0,adultery
7353,0.509401,0,unpaid bill
12568,0.505291,13204291,england
10885,0.503798,0,japan
13493,0.500511,68397662,road trip
21755,0.499165,5530764,con man
11260,0.498026,50650079,new york
14154,0.489539,0,bomb
13812,0.481188,40855419,quarantine
12912,0.480135,240476,fight
14011,0.480116,5231128,dc comics
12192,0.477295,0,female nudity
6933,0.475129,0,candy
23966,0.474344,0,rape
12689,0.472691,0,adolescence
10190,0.472491,367638,small town
14851,0.471356,0,escapee convict
22419,0.471096,0,independent film
12085,0.469922,0,gang
13004,0.466771,0,musical
19929,0.460248,0,pornography
13690,0.459885,0,bear
13849,0.457004,0,ransom
13851,0.456683,0,dc comics
10362,0.45518,3148182,love of one's life
13944,0.453602,2000000,flower
10188,0.451304,44352417,female friendship
14325,0.450911,9793496,american football
14220,0.44086,6575282,tv show
10900,0.436441,1115493,police brutality
13972,0.436406,50007546,beauty salon
17108,0.432911,22896728,martial arts
15671,0.431801,0,high school
16164,0.428849,2960993,hitman
13506,0.427023,38135878,st. petersburg
14326,0.422873,84375061,beach
13160,0.421657,0,diary
11802,0.421518,63800345,space marine
13172,0.42121,0,supermarket
13279,0.417779,27640028,vandalism
10183,0.412295,0,human trafficking
14655,0.473227,0,duringcreditsstinger
25329,0.407009,0,haunting
14422,0.402982,0,independent film
10378,0.25618,0,repayment
13613,0.401061,0,zombies
15262,0.400724,0,boogeyman
15208,0.400485,0,sex
14212,0.399345,0,suicide
14642,0.395691,0,post-apocalyptic
12245,0.395538,0,mathematician
14613,0.395118,3800000,marvel comic
14215,0.39314,0,sex
16000,0.390228,0,alien phenomenons
14073,0.389554,13000000,wife husband relationship
8617,0.388417,14796236,aunt
7916,0.388151,0,based on video game
14476,0.383036,0,suicide
13973,0.382852,3830137,strip club
16350,0.374561,0,tsunami
13191,0.374034,1296184,hitman
13990,0.371517,2899975,coming of age
8944,0.368391,6673422,film producer
